iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,2.2003512,[0.9993375  1.         0.99873924],7.938726,[0.9993375  1.         0.99873924],2.548973,,9.988702,,50.214687,[0.999904   0.97684884 1.        ],265.44867,[0.999904   0.97684884 1.        ],163.96202,,1029.5508,
1,2.2003512,[0.9993375  1.         0.99873924],7.938726,[0.9993375  1.         0.99873924],2.548973,,9.988702,,18.300808,[0.9986015 1.        0.999743 ],87.23637,[0.9986015 1.        0.999743 ],105.36972,,667.4323,
2,2.2003512,[0.9993375  1.         0.99873924],7.938726,[0.9993375  1.         0.99873924],2.548973,,9.988702,,11.881303,[1.         0.99995196 0.999868  ],49.896038,[1.         0.99995196 0.999868  ],94.13414,,591.51434,
3,0.60876554,[1.         0.9999761  0.99995387],2.2766602,[1.         0.9999761  0.99995387],1.3146052,,6.256437,,8.958074,[0.99998945 0.9998472  1.        ],35.016174,[0.99998945 0.9998472  1.        ],84.85764,,532.8153,
4,0.41844964,[1.         0.99996305 0.99988765],1.4299433,[1.         0.99996305 0.99988765],1.500223,,7.4617767,,7.4025717,[1.         0.99995357 0.99995404],26.80122,[1.         0.99995357 0.99995404],77.54977,,484.46854,
5,0.42788947,[0.9999316  1.         0.99982125],1.3511705,[0.9999316  1.         0.99982125],1.9601592,,9.714281,,6.7620673,[0.9999306  0.99992406 1.        ],22.19787,[0.9999306  0.99992406 1.        ],78.37049,,486.97632,
6,0.49489537,[0.99998724 1.         0.99997616],1.4834431,[0.99998724 1.         0.99997616],2.548558,,12.519477,,6.2254806,[1.         0.9997653  0.99896204],19.022394,[1.         0.9997653  0.99896204],78.24755,,482.02216,
7,0.50578046,[1.        0.9999984 0.9998911],1.4373031,[1.        0.9999984 0.9998911],2.7580037,,13.411028,,5.936952,[1.        0.9999594 0.9994758],17.098352,[1.        0.9999594 0.9994758],80.35646,,493.6925,
8,0.5166487,[0.9999925 1.        0.998762 ],1.405589,[0.9999925 1.        0.998762 ],3.1156127,,15.06325,,5.4224906,[1.         0.99988806 0.9942841 ],14.790139,[1.         0.99988806 0.9942841 ],79.83057,,487.83624,
9,0.49481726,[1.         0.99992865 0.99935454],1.2888148,[1.         0.99992865 0.99935454],3.2293236,,15.573216,,5.519039,[1.         0.999697   0.98683935],14.375569,[1.         0.999697   0.98683935],84.61155,,513.4367,
