iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.035683,[1.      0.96804],44.021145,[1.      0.96804],45.95679,,157.81358,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.550551,[1.        0.9680765],26.617292,[1.        0.9680765],41.157284,,142.15755,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.862602,[1.         0.99963266],13.728365,[1.         0.99963266],31.183844,,109.98619,
3,4.335291,[1.         0.97077453],6.6425285,[1.         0.97077453],5.3359165,,9.556257,,3.351636,[1.        0.9999069],9.391374,[1.        0.9999069],25.952934,,91.9727,
4,3.3162527,[0.99998766 1.        ],5.1937275,[0.99998766 1.        ],4.3658185,,8.375993,,2.8908505,[1.         0.99864197],7.8537297,[1.         0.99864197],26.432007,,93.093575,
5,2.7277443,[1.         0.99999976],4.3351383,[1.         0.99999976],3.938029,,8.016503,,3.169266,[1.         0.98327446],8.017426,[1.         0.98327446],29.881119,,104.49414,
6,2.1889124,[0.99997526 1.        ],3.5466316,[0.99997526 1.        ],3.4132702,,7.319141,,4.210405,[1.         0.95307934],10.118418,[1.         0.95307934],37.977226,,131.68135,
7,1.428249,[1.        0.9999554],2.4114456,[1.        0.9999554],2.9103847,,7.0020304,,10.878354,[1.        0.8952293],21.736668,[1.        0.8952293],63.092056,,200.88501,
8,0.6862924,[1.        0.9999986],1.1908888,[1.        0.9999986],2.0562022,,5.455913,,17.992994,[1.        0.8903245],36.921093,[1.        0.8903245],107.66241,,343.929,
9,0.39715055,[1.        0.9999908],0.71686286,[1.        0.9999908],1.7100294,,4.756905,,20.468061,[1.         0.89040416],41.72842,[1.         0.89040416],124.796715,,394.30948,
10,0.38335714,[0.9999859 1.       ],0.68552226,[0.9999859 1.       ],1.6629245,,4.6318526,,20.865162,[1.         0.88298136],42.43995,[1.         0.88298136],128.72388,,407.50925,
11,0.3926162,[1.        0.9999942],0.69914323,[1.        0.9999942],1.6641234,,4.6152663,,20.75132,[1.         0.87339574],42.075787,[1.         0.87339574],126.25836,,398.31555,
12,0.3814419,[1.         0.99998957],0.68279266,[1.         0.99998957],1.6169624,,4.5041413,,20.804697,[1.         0.87435347],42.031673,[1.         0.87435347],127.74817,,403.89963,
13,0.36398965,[1.        0.9998833],0.6520047,[1.        0.9998833],1.6060821,,4.4926925,,20.81468,[1.       0.873169],42.285854,[1.       0.873169],128.88863,,407.71774,
