iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.120349,[1.        0.9669323],44.479523,[1.        0.9669323],46.01221,,159.12857,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,8.929878,[1.        0.9938574],25.867565,[1.        0.9938574],38.822464,,135.95833,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.802129,[1.         0.99976146],13.963412,[1.         0.99976146],30.362408,,108.02489,
3,4.348873,[1.        0.9714722],6.6644874,[1.        0.9714722],5.3629074,,9.624716,,3.2926412,[1.       0.999956],9.452,[1.       0.999956],26.018671,,93.12696,
4,3.3688073,[0.99993104 1.        ],5.250875,[0.99993104 1.        ],4.5549054,,8.802979,,2.6005473,[1.        0.9998079],7.3156652,[1.        0.9998079],22.923988,,81.82063,
5,2.7038722,[1.        0.9999924],4.2875843,[1.        0.9999924],3.9571083,,8.081699,,2.6816535,[1.        0.9912664],7.184202,[1.        0.9912664],24.1834,,86.01523,
6,2.1773758,[1.         0.99997324],3.5119448,[1.         0.99997324],3.4924169,,7.5197835,,2.7747416,[1.         0.97787505],6.9741282,[1.         0.97787505],24.417194,,85.99129,
7,1.775949,[1.         0.99989545],2.9017913,[1.         0.99989545],3.146308,,7.1042128,,4.0746384,[1.        0.9452892],9.246041,[1.        0.9452892],28.243404,,96.22791,
8,1.0454974,[0.99999654 1.        ],1.8153778,[0.99999654 1.        ],2.7015762,,6.9498663,,10.96155,[1.         0.87318957],20.331472,[1.         0.87318957],50.400867,,154.67305,
9,0.42512304,[0.99988496 1.        ],0.8317199,[0.99988496 1.        ],2.2757652,,6.580446,,18.746204,[1.         0.82718754],36.864395,[1.         0.82718754],97.12975,,297.08353,
10,0.42048764,[0.99999774 1.        ],0.80031174,[0.99999774 1.        ],2.1712337,,6.248043,,21.00793,[1.         0.80757415],42.126884,[1.         0.80757415],112.85879,,346.25153,
11,0.38108513,[1.        0.9999267],0.73728883,[1.        0.9999267],2.130733,,6.2083135,,21.47903,[1.        0.8180505],43.20863,[1.        0.8180505],117.36157,,360.5722,
