iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.031726,[1.         0.96858233],44.082043,[1.         0.96858233],46.12116,,158.21468,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.671728,[1.         0.96904516],26.84038,[1.         0.96904516],41.20414,,141.70505,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.9828386,[1.         0.99934673],14.018894,[1.         0.99934673],31.100792,,109.34054,
3,4.1609917,[1.         0.90473366],6.678364,[1.         0.90473366],4.929928,,9.039477,,3.4347613,[1.         0.99893945],9.592929,[1.         0.99893945],26.364573,,93.1712,
4,3.1186113,[1.        0.9704367],5.104627,[1.        0.9704367],4.0491085,,7.9473186,,2.9984827,[1.         0.99916327],8.091926,[1.         0.99916327],25.188541,,88.720924,
5,2.513151,[1.        0.9999374],4.1810584,[1.        0.9999374],3.5008967,,7.1904593,,3.2802334,[1.       0.971508],8.274259,[1.       0.971508],28.625353,,99.75968,
6,1.9413486,[1.        0.9997798],3.2899292,[1.        0.9997798],2.6969442,,5.6183696,,5.1240993,[1.         0.93659335],11.010301,[1.         0.93659335],38.08457,,127.535965,
7,1.096038,[0.99997735 1.        ],1.9422872,[0.99997735 1.        ],1.9750409,,4.6347504,,14.058851,[1.       0.908235],28.572466,[1.       0.908235],71.69834,,225.3049,
8,0.45140266,[1.        0.9998732],0.81805986,[1.        0.9998732],1.2739707,,3.3447475,,19.367252,[1.         0.88978094],39.58609,[1.         0.88978094],102.44869,,316.4612,
9,0.34755266,[1.         0.99998266],0.62735987,[1.         0.99998266],1.2273259,,3.358413,,21.037607,[1.         0.89597094],42.486607,[1.         0.89597094],109.567474,,335.8316,
10,0.39195532,[1.        0.9999486],0.6902702,[1.        0.9999486],1.1836475,,3.1537247,,20.883223,[1.         0.87891746],42.2078,[1.         0.87891746],109.8141,,337.7916,
