,time [s]
initialize,0.003466
pretrain_policy,7.849999
initialize_CEGIS,0.175621
iter0_learner,4.27168
iter0_plot,0.103145
iter0_verifier,0.885469
iter0_process_counterexamples,0.025686
iter1_learner,8.930703
iter1_plot,0.004667
iter1_verifier,0.467625
iter1_process_counterexamples,0.027341
iter2_learner,7.168915
iter2_plot,0.004947
iter2_verifier,0.501189
iter2_process_counterexamples,0.025796
iter3_learner,7.360037
iter3_plot,0.00549
iter3_verifier,0.624615
iter3_process_counterexamples,0.0309
iter4_learner,7.421098
iter4_plot,0.005172
iter4_verifier,0.486438
iter4_process_counterexamples,0.027642
iter5_learner,7.697757
iter5_plot,0.005163
iter5_verifier,0.47298
iter5_process_counterexamples,0.026577
iter6_learner,7.278194
iter6_plot,0.004907
iter6_verifier,0.580583
iter6_process_counterexamples,0.026444
iter7_learner,7.446591
iter7_plot,0.005098
iter7_verifier,0.764665
iter7_process_counterexamples,0.026231
iter8_learner,7.618305
iter8_plot,0.005499
iter8_verifier,0.871449
iter8_process_counterexamples,0.026848
iter9_learner,7.558208
iter9_plot,0.005677
iter9_verifier,0.75981
iter9_process_counterexamples,0.028029
iter10_learner,7.485791
iter10_plot,0.005975
iter10_verifier,0.852491
iter10_process_counterexamples,0.025556
iter11_learner,7.462455
iter11_plot,0.005625
iter11_verifier,56.851017
