iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.238549,[1.        0.9653267],44.691788,[1.        0.9653267],46.17873,,159.99025,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.146008,[1.         0.99375224],26.429958,[1.         0.99375224],40.0256,,139.6161,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.921208,[1.         0.99999166],14.344327,[1.         0.99999166],31.505867,,112.13497,
3,4.114873,[1.         0.88766146],6.566324,[1.         0.88766146],5.0187464,,9.346479,,3.444448,[1.        0.9998509],9.878938,[1.        0.9998509],27.814299,,99.35952,
4,3.082506,[1.        0.9534369],4.996663,[1.        0.9534369],3.924472,,7.609933,,2.8569832,[1.        0.9994993],8.001181,[1.        0.9994993],25.650072,,91.74361,
5,2.446518,[1.       0.999321],4.0216126,[1.       0.999321],3.2132492,,6.4158006,,3.1283212,[1.         0.98969316],8.268467,[1.         0.98969316],27.569122,,97.723335,
6,1.9168637,[1.         0.99998903],3.2208798,[1.         0.99998903],2.7051594,,5.660045,,4.133722,[1.         0.97303265],9.621009,[1.         0.97303265],29.31393,,101.138565,
7,1.3046367,[1.         0.99995387],2.2811697,[1.         0.99995387],1.9073591,,4.1539965,,7.876628,[1.        0.9191723],16.411877,[1.        0.9191723],42.374386,,137.51584,
8,0.46720502,[0.99991304 1.        ],0.92973346,[0.99991304 1.        ],1.1252217,,2.9509811,,16.869444,[1.         0.85034215],34.53592,[1.         0.85034215],79.73536,,246.28357,
9,0.32975924,[1.        0.9999173],0.6567912,[1.        0.9999173],0.9423618,,2.5506601,,21.205597,[1.       0.817107],43.134533,[1.       0.817107],103.82888,,317.4386,
10,0.36773,[0.9999976 1.       ],0.72139144,[0.9999976 1.       ],1.0224026,,2.755665,,21.43942,[1.         0.81392235],43.665043,[1.         0.81392235],107.1114,,328.18323,
11,0.34505138,[1.        0.9999879],0.65645665,[1.        0.9999879],1.0126985,,2.7355297,,20.73753,[1.        0.8201309],42.756706,[1.        0.8201309],105.76583,,325.7352,
12,0.34988207,[1.         0.99891067],0.66011715,[1.         0.99891067],1.0136914,,2.727831,,21.297451,[1.        0.8127746],43.566864,[1.        0.8127746],109.343124,,335.6015,
