,time [s]
initialize,0.003177
pretrain_policy,10.201485
initialize_CEGIS,0.244841
iter0_learner,12.159844
iter0_plot,0.256068
iter0_verifier,13.305749
iter0_process_counterexamples,0.055332
iter1_learner,74.5986
iter1_plot,0.005206
iter1_verifier,5.165525
iter1_process_counterexamples,0.031745
iter2_learner,73.37255
iter2_plot,0.004762
iter2_verifier,4.984546
iter2_process_counterexamples,0.031046
iter3_learner,74.21835
iter3_plot,0.004749
iter3_verifier,4.049094
iter3_process_counterexamples,0.030592
iter4_learner,74.839096
iter4_plot,0.004914
iter4_verifier,3.781542
iter4_process_counterexamples,0.038125
iter5_learner,73.81882
iter5_plot,0.004875
iter5_verifier,3.756694
iter5_process_counterexamples,0.030564
iter6_learner,74.07269
iter6_plot,0.004851
iter6_verifier,918.07056
