iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.978522,[1.        0.9671539],44.25686,[1.        0.9671539],45.731373,,158.09416,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.038118,[1.        0.9929104],26.076231,[1.        0.9929104],39.255207,,136.97972,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.7937098,[1.         0.99994063],13.890252,[1.         0.99994063],30.439043,,108.14769,
3,4.2869687,[1.        0.9152594],6.766591,[1.        0.9152594],5.281401,,9.709744,,3.3705628,[1.        0.9997099],9.617915,[1.        0.9997099],26.712755,,95.36469,
4,3.2524858,[1.         0.98146665],5.211986,[1.         0.98146665],4.356991,,8.492311,,2.790279,[1.        0.9995089],7.7471366,[1.        0.9995089],24.190468,,86.280624,
5,2.6363883,[1.         0.99968743],4.2751765,[1.         0.99968743],3.733214,,7.5357037,,3.1073544,[1.        0.9940159],8.206061,[1.        0.9940159],26.68994,,94.395775,
6,2.1103876,[0.999994 1.      ],3.4773383,[0.999994 1.      ],3.2204247,,6.788606,,3.380137,[1.       0.972155],8.494399,[1.       0.972155],28.293417,,99.15336,
7,1.6289804,[1.         0.99987966],2.7189693,[1.         0.99987966],2.7612822,,6.0798507,,4.831026,[1.       0.933328],11.046298,[1.       0.933328],33.838737,,114.60665,
8,0.8243153,[0.9998883 1.       ],1.471074,[0.9998883 1.       ],2.2391071,,5.7376494,,12.323416,[1.        0.8654917],24.483934,[1.        0.8654917],59.35859,,185.31429,
9,0.35098726,[1.        0.9998804],0.6954224,[1.        0.9998804],1.8591326,,5.2712216,,19.549402,[1.        0.8087381],39.22015,[1.        0.8087381],104.51623,,322.3192,
10,0.3780233,[1.         0.99996936],0.7268332,[1.         0.99996936],1.7889161,,5.032919,,21.144802,[1.         0.78902733],42.66156,[1.         0.78902733],115.72523,,357.12238,
11,0.34674633,[0.99998915 1.        ],0.67263526,[0.99998915 1.        ],1.7472402,,4.9596176,,21.370232,[1.         0.79849285],43.277493,[1.         0.79849285],120.28786,,372.3998,
12,0.34906992,[1.       0.999965],0.6485853,[1.       0.999965],1.6983529,,4.7699137,,20.710566,[1.         0.79599273],42.2338,[1.         0.79599273],119.834755,,372.96167,
