iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.004751,[1.        0.9683488],44.04994,[1.        0.9683488],46.087177,,158.07315,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.680431,[1.        0.9659947],27.038612,[1.        0.9659947],41.13981,,141.88295,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0610504,[0.9999517 1.       ],14.2782345,[0.9999517 1.       ],31.967348,,112.806305,
3,4.1738343,[1.        0.9038181],6.7007627,[1.        0.9038181],4.987657,,9.188488,,3.4991825,[1.        0.9997618],9.792089,[1.        0.9997618],26.01002,,92.17311,
4,3.15814,[1.        0.9687362],5.1702704,[1.        0.9687362],4.1186566,,8.100876,,3.0836844,[1.         0.99932724],8.333222,[1.         0.99932724],27.424313,,96.73983,
5,2.5572772,[0.9999527 1.       ],4.2426014,[0.9999527 1.       ],3.3725276,,6.7660384,,3.4263458,[1.        0.9743557],8.67241,[1.        0.9743557],31.088915,,108.86103,
6,2.0497646,[1.        0.9999433],3.463754,[1.        0.9999433],2.972856,,6.3015065,,4.7862973,[1.        0.9405007],11.292723,[1.        0.9405007],40.085655,,137.77673,
7,1.1083677,[0.9999735 1.       ],1.9623052,[0.9999735 1.       ],1.9025432,,4.4180613,,11.995222,[1.         0.89711565],22.509918,[1.         0.89711565],66.2955,,207.67694,
8,0.52698976,[1.        0.9998883],0.9478003,[1.        0.9998883],1.3072523,,3.3520815,,19.031563,[1.         0.87366843],36.81019,[1.         0.87366843],95.22135,,293.147,
9,0.38700774,[1.         0.99993205],0.67021483,[1.         0.99993205],0.9707667,,2.4844646,,20.328426,[1.        0.8768348],40.673885,[1.        0.8768348],108.1751,,332.6556,
10,0.3490853,[0.99999636 1.        ],0.60753155,[0.99999636 1.        ],0.97809625,,2.574658,,20.864098,[1.       0.874729],41.747074,[1.       0.874729],112.12043,,343.76266,
