iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,14.993129,[1.        0.9680426],44.034405,[1.        0.9680426],46.00039,,157.7055,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.583681,[1.        0.9684448],26.655,[1.        0.9684448],41.2214,,142.07942,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9613237,[1.        0.9999529],13.880193,[1.        0.9999529],32.148434,,113.31386,
3,4.35583,[1.         0.96906495],6.6750317,[1.         0.96906495],5.3409557,,9.547964,,3.432413,[1.        0.9999316],9.510075,[1.        0.9999316],27.085382,,95.9727,
4,3.328455,[0.9999986 1.       ],5.21124,[0.9999986 1.       ],4.3825912,,8.406231,,2.9114752,[1.        0.9996123],7.840464,[1.        0.9996123],25.950727,,91.507324,
5,2.6821136,[0.9999335 1.       ],4.273843,[0.9999335 1.       ],3.8689277,,7.892286,,3.290856,[1.         0.98250777],8.058287,[1.         0.98250777],29.391056,,102.34734,
6,2.1468656,[1.       0.999931],3.5002153,[1.       0.999931],3.3766055,,7.3037415,,4.9439707,[1.         0.95958984],11.434388,[1.         0.95958984],38.455128,,131.19666,
7,1.2483656,[0.9999174 1.       ],2.115966,[0.9999174 1.       ],2.726202,,6.698109,,12.391127,[1.        0.9126832],25.156775,[1.        0.9126832],62.189632,,196.38835,
8,0.57386523,[1.         0.99982285],0.9893863,[1.         0.99982285],1.8484706,,4.960484,,17.799994,[1.        0.8950849],36.755913,[1.        0.8950849],95.56843,,298.2804,
9,0.41742694,[1.         0.99997395],0.70932096,[1.         0.99997395],1.5918012,,4.3037834,,20.422773,[1.       0.887269],41.773056,[1.       0.887269],112.39607,,347.3047,
10,0.29302266,[1.        0.9999737],0.5207787,[1.        0.9999737],1.4013664,,3.926752,,20.821423,[1.        0.9034781],42.560417,[1.        0.9034781],117.177345,,361.49976,
11,0.33537364,[0.9999962 1.       ],0.5843198,[0.9999962 1.       ],1.3629816,,3.7717915,,20.852509,[1.        0.8784533],42.336327,[1.        0.8784533],119.040276,,369.02658,
