iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,3.7759287,[1.        0.9878468],8.125917,[1.        0.9878468],4.20748,,10.000937,,13.273992,[1.        0.9998378],65.31343,[1.        0.9998378],113.45812,,723.9874,
1,3.7759287,[1.        0.9878468],8.125917,[1.        0.9878468],4.20748,,10.000937,,0.7742995,[1.         0.99995834],3.7195277,[1.         0.99995834],24.983625,,164.16925,
2,3.7759287,[1.        0.9878468],8.125917,[1.        0.9878468],4.20748,,10.000937,,0.27451038,[1.         0.99687654],0.9795475,[1.         0.99687654],8.115955,,51.985233,
3,4.0316157,[1.         0.99918467],7.9751296,[1.         0.99918467],6.6553473,,18.11851,,0.35692218,[1.        0.9969292],1.0715512,[1.        0.9969292],25.976217,,166.3153,
4,3.9868531,[1.         0.99998015],7.4316187,[1.         0.99998015],7.6770067,,21.478487,,0.40911722,[1.       0.998643],1.1484323,[1.       0.998643],38.558445,,245.09926,
5,3.8781364,[1.        0.9967319],6.908421,[1.        0.9967319],8.267296,,23.392614,,0.4477372,[0.99999994 0.99888986],1.2549139,[0.99999994 0.99888986],48.16342,,303.904,
6,4.529448,[0.99999994 0.98000234],7.72353,[0.99999994 0.98000234],9.601646,,26.356833,,0.6327892,[1.       0.997319],1.6387573,[1.       0.997319],65.403114,,410.43008,
7,4.5189977,[1.        0.9708709],7.483482,[1.        0.9708709],8.3431,,21.347576,,2.3924398,[1.        0.9950371],6.4394164,[1.        0.9950371],130.93645,,792.96545,
8,0.86106426,[1.        0.9998694],1.4267565,[1.        0.9998694],3.019878,,9.329762,,109.73119,[0.99999994 0.85882324],231.79076,[0.99999994 0.85882324],1218.3062,,5806.4146,
9,0.7751099,[1.        0.9999874],1.2842088,[1.        0.9999874],2.8539574,,8.902699,,109.32427,[1.       0.859215],231.50804,[1.       0.859215],1212.4513,,5782.094,
