iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.122669,[1.        0.9656029],44.66764,[1.        0.9656029],45.92995,,158.67076,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,8.805408,[1.        0.9971675],25.786226,[1.        0.9971675],37.829815,,132.80319,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.852107,[1.         0.99992484],14.2194195,[1.         0.99992484],29.65823,,105.816414,
3,4.3474417,[1.         0.97337615],6.661152,[1.         0.97337615],5.3721447,,9.664591,,3.3417504,[1.       0.999924],9.641507,[1.       0.999924],25.368355,,91.02827,
4,3.3960648,[1.         0.99991035],5.2808743,[1.         0.99991035],4.6037273,,8.888071,,2.6023743,[1.         0.99989605],7.349429,[1.         0.99989605],22.44684,,80.14203,
5,2.705439,[0.9999694 1.       ],4.285191,[0.9999694 1.       ],3.9750082,,8.119467,,2.7050164,[1.         0.99424124],7.336563,[1.         0.99424124],23.586172,,84.111015,
6,2.1920838,[0.9999413 1.       ],3.5367877,[0.9999413 1.       ],3.5290284,,7.6196556,,3.031964,[1.         0.97670466],7.7234488,[1.         0.97670466],25.091599,,88.57635,
7,1.7723122,[0.999938 1.      ],2.9061513,[0.999938 1.      ],3.2513485,,7.4372625,,4.0909348,[1.         0.94917434],9.440569,[1.         0.94917434],31.045557,,106.903435,
8,1.1627363,[0.99995935 1.        ],1.9879498,[0.99995935 1.        ],2.7381105,,6.8628073,,8.694609,[1.        0.9166093],17.298292,[1.        0.9166093],43.88441,,141.6385,
9,0.41422573,[0.99999285 1.        ],0.8259856,[0.99999285 1.        ],2.332219,,6.7973843,,18.605036,[1.        0.8355797],37.02305,[1.        0.8355797],94.524254,,290.22644,
10,0.41392857,[1.         0.99998635],0.79224104,[1.         0.99998635],2.2183104,,6.42675,,21.504381,[1.         0.79979724],43.012936,[1.         0.79979724],111.79055,,340.7106,
11,0.36281478,[1.         0.99999046],0.69808364,[1.         0.99999046],2.1703537,,6.360558,,21.79667,[1.        0.8038825],43.949635,[1.        0.8038825],117.468124,,360.01434,
12,0.37401366,[1.         0.99997926],0.7065375,[1.         0.99997926],2.1041934,,6.133681,,21.745514,[1.       0.806826],43.995262,[1.       0.806826],119.07132,,365.73184,
13,0.37729162,[1.        0.9987773],0.71340823,[1.        0.9987773],2.1365955,,6.220382,,21.768446,[1.        0.8079178],44.08525,[1.        0.8079178],121.46652,,374.0833,
