,time [s]
initialize,0.003349
pretrain_policy,7.530588
initialize_CEGIS,0.175581
iter0_learner,2.938013
iter0_plot,0.09562
iter0_verifier,0.778681
iter0_process_counterexamples,0.0262
iter1_learner,3.590854
iter1_plot,0.004632
iter1_verifier,0.421791
iter1_process_counterexamples,0.025808
iter2_learner,2.555038
iter2_plot,0.004484
iter2_verifier,0.385113
iter2_process_counterexamples,0.025563
iter3_learner,2.774813
iter3_plot,0.004632
iter3_verifier,0.388887
iter3_process_counterexamples,0.025091
iter4_learner,2.751074
iter4_plot,0.00464
iter4_verifier,0.459138
iter4_process_counterexamples,0.024017
iter5_learner,2.758548
iter5_plot,0.004729
iter5_verifier,0.446817
iter5_process_counterexamples,0.02479
iter6_learner,2.779603
iter6_plot,0.004759
iter6_verifier,0.44133
iter6_process_counterexamples,0.024279
iter7_learner,2.804573
iter7_plot,0.004759
iter7_verifier,0.438868
iter7_process_counterexamples,0.023242
iter8_learner,2.812464
iter8_plot,0.004964
iter8_verifier,0.54404
iter8_process_counterexamples,0.024412
iter9_learner,2.837497
iter9_plot,0.004854
iter9_verifier,0.707908
iter9_process_counterexamples,0.023962
iter10_learner,2.895812
iter10_plot,0.005021
iter10_verifier,0.846696
iter10_process_counterexamples,0.023423
iter11_learner,2.875609
iter11_plot,0.005059
iter11_verifier,0.795449
iter11_process_counterexamples,0.023373
iter12_learner,2.903001
iter12_plot,0.005282
iter12_verifier,0.729606
iter12_process_counterexamples,0.024236
iter13_learner,2.95148
iter13_plot,0.005238
iter13_verifier,55.021343
