,time [s]
initialize,0.003225
pretrain_policy,10.236076
initialize_CEGIS,0.235696
iter0_learner,12.081035
iter0_plot,0.258487
iter0_verifier,13.204586
iter0_process_counterexamples,0.05397
iter1_learner,77.62936
iter1_plot,0.004636
iter1_verifier,5.02138
iter1_process_counterexamples,0.031218
iter2_learner,75.909065
iter2_plot,0.004737
iter2_verifier,4.842648
iter2_process_counterexamples,0.030192
iter3_learner,77.09337
iter3_plot,0.004709
iter3_verifier,3.882449
iter3_process_counterexamples,0.038222
iter4_learner,77.39666
iter4_plot,0.00478
iter4_verifier,3.676189
iter4_process_counterexamples,0.029171
iter5_learner,77.574455
iter5_plot,0.004905
iter5_verifier,3.626781
iter5_process_counterexamples,0.036919
iter6_learner,77.50476
iter6_plot,0.004923
iter6_verifier,1038.7727
