iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.302983,[1.        0.9627475],44.751804,[1.        0.9627475],46.36602,,160.06772,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.085408,[1.         0.99560994],26.349293,[1.         0.99560994],38.07385,,133.30571,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,4.9226193,[1.         0.99984944],14.251146,[1.         0.99984944],29.704819,,105.5586,
3,4.082825,[1.        0.8354543],6.5125113,[1.        0.8354543],4.962045,,9.280237,,3.4111986,[1.        0.9997119],9.664381,[1.        0.9997119],25.510227,,91.16649,
4,3.083352,[1.         0.89374435],4.994895,[1.         0.89374435],4.019695,,7.9331794,,2.7469223,[1.         0.99992716],7.5904317,[1.         0.99992716],23.172745,,82.75713,
5,2.35573,[1.         0.94552857],3.8862774,[1.         0.94552857],3.3133261,,6.8925033,,3.0043108,[1.        0.9928608],7.8717422,[1.        0.9928608],25.712898,,91.298035,
6,1.9166787,[1.         0.98954743],3.2104466,[1.         0.98954743],2.9323442,,6.411186,,3.3742342,[1.        0.9748667],8.288009,[1.        0.9748667],28.962303,,101.639,
7,1.4583211,[0.9999999 1.       ],2.4873374,[0.9999999 1.       ],2.415979,,5.51134,,5.232619,[1.         0.95027894],11.245392,[1.         0.95027894],31.61443,,106.9479,
8,0.7914902,[1.        0.9999796],1.4528896,[1.        0.9999796],1.9524603,,5.133717,,13.131245,[1.        0.8800052],25.936134,[1.        0.8800052],58.387093,,183.13078,
9,0.318579,[0.99982643 1.        ],0.65107244,[0.99982643 1.        ],1.5055653,,4.4516683,,21.39753,[1.        0.8281263],41.73596,[1.        0.8281263],105.58253,,322.59457,
10,0.38323992,[1.        0.9999932],0.74216926,[1.        0.9999932],1.421722,,4.059392,,22.069775,[1.        0.8155505],43.787823,[1.        0.8155505],114.77266,,352.7144,
11,0.35255322,[1.       0.999998],0.6869581,[1.       0.999998],1.3990618,,4.0403457,,21.817692,[1.         0.82739156],43.842945,[1.         0.82739156],116.40572,,359.5965,
12,0.36715344,[1.         0.99843484],0.7167881,[1.         0.99843484],1.4300774,,4.129136,,22.444115,[1.        0.8193367],45.152798,[1.        0.8193367],124.16903,,383.9924,
