iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.049028,[1.        0.9667248],44.184505,[1.        0.9667248],46.082684,,158.04588,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.7658415,[1.        0.9617508],27.157639,[1.        0.9617508],42.210365,,145.42801,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.063531,[0.9999795 1.       ],14.263834,[0.9999795 1.       ],32.113907,,113.302376,
3,4.085474,[1.         0.88777065],6.5350456,[1.         0.88777065],4.952633,,9.215086,,3.6030047,[1.        0.9994154],10.056275,[1.        0.9994154],27.360659,,96.43217,
4,3.1336284,[1.         0.94965863],5.0805845,[1.         0.94965863],3.95717,,7.646126,,3.0665076,[1.         0.99982435],8.335348,[1.         0.99982435],27.087658,,95.55698,
5,2.5226793,[1.        0.9961445],4.142759,[1.        0.9961445],3.3156962,,6.629796,,3.281718,[1.       0.966753],8.41111,[1.       0.966753],31.339916,,109.72629,
6,2.024887,[1.         0.99998164],3.3859677,[1.         0.99998164],2.9102342,,6.128846,,4.8484926,[1.         0.92916703],11.253541,[1.         0.92916703],41.291866,,141.97168,
7,1.1455712,[1.        0.9998684],2.008792,[1.        0.9998684],1.7641726,,3.9377937,,13.104593,[1.        0.9070931],26.929836,[1.        0.9070931],71.59414,,229.76492,
8,0.57255155,[1.        0.9996547],1.0054842,[1.        0.9996547],1.2467872,,3.0848222,,18.427916,[1.         0.88282716],38.341393,[1.         0.88282716],97.87042,,304.80032,
9,0.42874533,[1.         0.99987423],0.7422751,[1.         0.99987423],1.0079278,,2.541295,,19.83807,[1.         0.88740337],40.821243,[1.         0.88740337],106.08613,,328.01953,
10,0.30970347,[1.         0.99995327],0.5460847,[1.         0.99995327],0.9272555,,2.4591403,,20.068449,[1.        0.9009001],40.991425,[1.        0.9009001],108.204,,332.75677,
11,0.33725995,[0.99998486 1.        ],0.5993659,[0.99998486 1.        ],0.9838119,,2.5933611,,20.370548,[1.        0.8891829],41.649246,[1.        0.8891829],109.71689,,337.04184,
