,time [s]
initialize,0.003246
pretrain_policy,10.351646
initialize_CEGIS,0.236436
iter0_learner,12.08845
iter0_plot,0.249096
iter0_verifier,13.025424
iter0_process_counterexamples,0.053674
iter1_learner,79.18591
iter1_plot,0.004733
iter1_verifier,4.955426
iter1_process_counterexamples,0.0317
iter2_learner,79.1768
iter2_plot,0.004636
iter2_verifier,4.93709
iter2_process_counterexamples,0.037017
iter3_learner,83.02445
iter3_plot,0.004682
iter3_verifier,4.123863
iter3_process_counterexamples,0.036511
iter4_learner,81.2926
iter4_plot,0.004731
iter4_verifier,3.88133
iter4_process_counterexamples,0.036149
iter5_learner,81.28874
iter5_plot,0.004819
iter5_verifier,104.849464
iter5_process_counterexamples,0.040813
iter6_learner,84.104965
iter6_plot,0.004928
iter6_verifier,1059.4312
