iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.957639,[1.        0.9688146],43.955112,[1.        0.9688146],45.849678,,157.38261,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.647663,[1.         0.96814156],26.855038,[1.         0.96814156],41.223167,,141.95732,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.06384,[1.        0.9999611],14.213653,[1.        0.9999611],31.525223,,111.02891,
3,4.2543144,[1.        0.9135039],6.7279263,[1.        0.9135039],5.241233,,9.656182,,3.5734284,[1.       0.999712],9.96984,[1.       0.999712],26.316292,,92.64977,
4,3.296379,[1.        0.9761821],5.2852674,[1.        0.9761821],4.3540144,,8.438987,,3.0328455,[1.        0.9998757],8.256134,[1.        0.9998757],26.677164,,93.76286,
5,2.662921,[0.9999946 1.       ],4.3272047,[0.9999946 1.       ],3.7136865,,7.460918,,3.156784,[1.         0.97902876],8.058092,[1.         0.97902876],29.771378,,104.0337,
6,2.1547823,[0.9999271 1.       ],3.5559611,[0.9999271 1.       ],3.2295454,,6.7714076,,3.9911885,[1.        0.9469811],9.600024,[1.        0.9469811],37.02821,,128.51978,
7,1.468477,[1.         0.99975866],2.4912498,[1.         0.99975866],2.5705621,,5.77044,,10.745094,[1.         0.88232285],19.835363,[1.         0.88232285],60.86472,,188.60168,
8,0.6935439,[0.9999941 1.       ],1.2238048,[0.9999941 1.       ],1.867295,,4.767628,,17.288372,[1.         0.88065875],34.351826,[1.         0.88065875],89.07568,,280.37094,
9,0.39495018,[1.       0.999882],0.6963826,[1.       0.999882],1.522914,,4.105525,,19.787567,[1.        0.8586477],40.32617,[1.        0.8586477],114.769226,,360.6511,
10,0.3643739,[1.         0.99997693],0.6492848,[1.         0.99997693],1.5343184,,4.213879,,20.542526,[1.        0.8615846],41.768276,[1.        0.8615846],122.92509,,384.11737,
11,0.36703086,[0.99996704 1.        ],0.6513919,[0.99996704 1.        ],1.5099901,,4.1246843,,20.344913,[1.        0.8592618],41.434223,[1.        0.8592618],122.73966,,384.35083,
