iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.027371,[1.         0.96791226],44.026134,[1.         0.96791226],46.03918,,157.83888,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.580075,[1.         0.96708375],26.741377,[1.         0.96708375],41.12674,,141.95609,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.893564,[1.        0.9996251],13.827496,[1.        0.9996251],30.970829,,109.25533,
3,4.3083572,[1.         0.97274077],6.6028156,[1.         0.97274077],5.3136234,,9.544961,,3.340728,[1.        0.9994523],9.335368,[1.        0.9994523],25.327745,,89.742905,
4,3.2916403,[1.        0.9996026],5.148322,[1.        0.9996026],4.4996276,,8.770002,,2.8357046,[1.         0.99954647],7.729117,[1.         0.99954647],26.17422,,92.3986,
5,2.6900616,[1.      0.99987],4.282334,[1.      0.99987],3.8887024,,7.9336457,,2.9790297,[1.         0.97326535],7.7180033,[1.         0.97326535],29.767977,,104.721504,
6,2.141859,[1.        0.9999822],3.475721,[1.        0.9999822],3.4698484,,7.543038,,3.7096548,[1.        0.9334311],8.859225,[1.        0.9334311],35.75087,,124.39148,
7,1.5160891,[0.9999563 1.       ],2.5437086,[0.9999563 1.       ],2.9462252,,6.9722567,,8.394253,[1.        0.8942462],17.148928,[1.        0.8942462],55.913483,,183.99576,
8,0.65401137,[0.9999291 1.       ],1.1814398,[0.9999291 1.       ],2.219052,,6.052825,,17.410908,[1.        0.8498792],35.982666,[1.        0.8498792],104.999725,,336.0174,
9,0.3643626,[1.        0.9999919],0.65919155,[1.        0.9999919],1.6958102,,4.767542,,19.999987,[1.         0.84421027],40.935383,[1.         0.84421027],124.38126,,394.30774,
10,0.36680767,[1.        0.9999944],0.6428306,[1.        0.9999944],1.6171261,,4.5065093,,20.12927,[1.        0.8291967],41.07955,[1.        0.8291967],126.989,,403.1841,
11,0.3472456,[0.9999896 1.       ],0.6127071,[0.9999896 1.       ],1.6210929,,4.555667,,20.090885,[1.        0.8298525],41.17099,[1.        0.8298525],129.08572,,410.92487,
