iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.018304,[1.        0.9677256],44.04416,[1.        0.9677256],46.026703,,157.80109,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.598097,[1.       0.967192],26.763279,[1.       0.967192],41.261204,,142.46982,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.881669,[1.        0.9997776],13.807637,[1.        0.9997776],30.996544,,109.37081,
3,4.3039536,[1.        0.9720056],6.603679,[1.        0.9720056],5.3112054,,9.558304,,3.3550096,[1.         0.99840385],9.408633,[1.         0.99840385],25.59158,,90.64135,
4,3.3274765,[1.        0.9999061],5.1973805,[1.        0.9999061],4.498828,,8.717636,,2.8431013,[0.9999759 1.       ],7.7724175,[0.9999759 1.       ],25.602955,,90.55156,
5,2.7307332,[1.        0.9999931],4.333704,[1.        0.9999931],4.0091214,,8.200197,,2.9153962,[1.        0.9774727],7.598375,[1.        0.9774727],28.907473,,101.643585,
6,2.173688,[0.9999517 1.       ],3.530853,[0.9999517 1.       ],3.434639,,7.4104466,,4.1564384,[1.        0.9372376],9.669717,[1.        0.9372376],37.28584,,128.95561,
7,1.3546576,[0.9999112 1.       ],2.3083177,[0.9999112 1.       ],2.8908563,,7.074693,,11.045467,[1.         0.90475637],21.8279,[1.         0.90475637],62.05789,,197.50891,
8,0.5730866,[0.99998593 1.        ],1.0265051,[0.99998593 1.        ],2.0366766,,5.6021547,,17.945347,[1.        0.8753234],36.983418,[1.        0.8753234],101.29572,,321.28647,
9,0.3797174,[0.9999557 1.       ],0.7031004,[0.9999557 1.       ],1.8513122,,5.2538133,,20.522497,[1.         0.87222916],41.71868,[1.         0.87222916],116.371254,,366.2073,
10,0.4014665,[1.         0.99998164],0.72578126,[1.         0.99998164],1.8076977,,5.095537,,20.693613,[1.         0.85549176],41.96784,[1.         0.85549176],119.410034,,377.8703,
11,0.38275006,[1.         0.99999243],0.69120604,[1.         0.99999243],1.8276514,,5.170008,,20.392754,[1.         0.85636806],41.52937,[1.         0.85636806],117.4484,,371.9373,
