iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.018395,[1.        0.9680629],44.072704,[1.        0.9680629],45.97878,,157.73293,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.707699,[1.       0.966262],27.035084,[1.       0.966262],41.45683,,142.941,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.072493,[1.         0.99990535],14.297642,[1.         0.99990535],31.852764,,112.12511,
3,4.1690426,[1.        0.9035936],6.690424,[1.        0.9035936],4.9399557,,9.057621,,3.5078218,[1.        0.9999303],9.814089,[1.        0.9999303],26.145128,,92.626175,
4,3.1807742,[1.         0.96620953],5.192179,[1.         0.96620953],4.099032,,8.003254,,2.9857082,[1.        0.9991203],8.127202,[1.        0.9991203],26.883146,,94.91549,
5,2.5607038,[0.9999242 1.       ],4.2389035,[0.9999242 1.       ],3.3662858,,6.7352924,,3.224809,[1.         0.97071886],8.264263,[1.         0.97071886],30.917505,,108.57616,
6,2.0233443,[1.        0.9999265],3.4248202,[1.        0.9999265],2.978735,,6.351725,,4.903491,[1.         0.93046516],11.209733,[1.         0.93046516],40.815163,,140.21173,
7,1.1465195,[1.        0.9999991],2.0265396,[1.        0.9999991],1.9034611,,4.3636303,,13.407384,[1.        0.9032088],27.661015,[1.        0.9032088],72.06473,,229.9096,
8,0.53921866,[1.        0.9999086],0.9529664,[1.        0.9999086],1.2506044,,3.1423948,,18.707386,[1.        0.8735094],38.76914,[1.        0.8735094],100.504944,,314.66922,
9,0.36862925,[1.        0.9999471],0.6590636,[1.        0.9999471],1.1208112,,2.9773133,,20.072886,[1.        0.8736825],41.060276,[1.        0.8736825],108.03266,,335.8028,
10,0.34584534,[1.        0.9996045],0.5992313,[1.        0.9996045],1.0963349,,2.9196734,,20.073875,[1.        0.8745033],41.05767,[1.        0.8745033],109.75452,,341.72726,
11,0.35110256,[1.        0.9999894],0.6121685,[1.        0.9999894],1.053766,,2.788245,,20.301138,[1.         0.86531866],41.27835,[1.         0.86531866],110.75259,,344.6103,
