iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.072715,[1.         0.96665114],44.22373,[1.         0.96665114],46.172817,,158.24178,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.961016,[1.        0.9616435],27.636545,[1.        0.9616435],42.322895,,145.31122,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.2232137,[1.        0.9999425],14.608235,[1.        0.9999425],41.53222,,150.05197,
3,4.0266404,[1.         0.83741057],6.4328,[1.         0.83741057],4.8827295,,9.132642,,3.7375462,[1.        0.9997766],10.344368,[1.        0.9997766],38.973053,,140.36699,
4,3.1094007,[1.         0.89177746],5.045349,[1.         0.89177746],4.0678906,,8.062774,,3.1217387,[1.         0.99966383],8.438127,[1.         0.99966383],39.600746,,145.52992,
5,2.4979475,[1.         0.93589103],4.1065984,[1.         0.93589103],3.4746687,,7.195774,,3.3183885,[1.         0.96914786],8.315228,[1.         0.96914786],48.228798,,176.49579,
6,1.8772905,[1.         0.99517393],3.1387408,[1.         0.99517393],2.7870536,,6.0090394,,6.068056,[1.        0.9237317],12.737228,[1.        0.9237317],80.06783,,275.0205,
7,1.0637736,[1.        0.9999418],1.8594643,[1.        0.9999418],2.063067,,5.0241833,,15.091471,[1.         0.89859074],31.529348,[1.         0.89859074],162.88165,,532.25085,
8,0.540725,[1.       0.999837],0.9423375,[1.       0.999837],1.3297253,,3.4449675,,19.181406,[1.        0.8855682],39.772263,[1.        0.8855682],200.37868,,637.6927,
9,0.3088621,[0.99995923 1.        ],0.5379343,[0.99995923 1.        ],1.0724885,,2.956096,,19.982227,[1.         0.92108387],40.933807,[1.         0.92108387],216.38135,,683.41626,
10,0.3187112,[1.       0.999895],0.55140775,[1.       0.999895],1.0416548,,2.8560665,,20.054499,[1.        0.9137775],41.00011,[1.        0.9137775],220.1795,,697.07806,
11,0.3159746,[1.       0.999975],0.55342275,[1.       0.999975],1.043449,,2.8800254,,20.51703,[1.         0.91330785],41.648663,[1.         0.91330785],224.90132,,710.8251,
