iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.052731,[1.        0.9673082],44.156487,[1.        0.9673082],46.0404,,157.90685,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.954892,[1.         0.96290904],27.573137,[1.         0.96290904],41.889378,,143.74098,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1612825,[1.         0.99997705],14.497491,[1.         0.99997705],31.997057,,112.66121,
3,4.0384817,[1.        0.8364936],6.449061,[1.        0.8364936],4.8938875,,9.14725,,3.7059536,[1.         0.99987227],10.289597,[1.         0.99987227],26.496014,,93.194084,
4,3.0925903,[1.         0.89367133],5.0185666,[1.         0.89367133],3.9744868,,7.7831497,,3.1590114,[1.        0.9976299],8.529091,[1.        0.9976299],27.589487,,97.102844,
5,2.4809847,[1.        0.9370106],4.0886736,[1.        0.9370106],3.3966131,,6.9854617,,3.5799394,[1.         0.96729517],9.017098,[1.         0.96729517],31.841185,,111.343544,
6,1.9588203,[1.        0.9876669],3.2696664,[1.        0.9876669],2.8312156,,6.0135617,,5.1909275,[1.        0.9386529],12.104127,[1.        0.9386529],42.43824,,144.78021,
7,1.0401713,[1.        0.9999813],1.8474112,[1.        0.9999813],2.0404284,,5.036612,,12.680531,[1.        0.8932701],24.074434,[1.        0.8932701],67.835434,,211.24164,
8,0.5526106,[1.        0.9997313],1.0023173,[1.        0.9997313],1.4786315,,3.9575071,,19.039305,[1.        0.8671552],38.17083,[1.        0.8671552],94.35073,,290.71835,
9,0.39039832,[1.        0.9999947],0.72165847,[1.        0.9999947],1.4201508,,4.0157347,,20.325714,[1.         0.87795913],41.23013,[1.         0.87795913],104.42729,,319.83905,
10,0.3574682,[1.        0.9999531],0.6586735,[1.        0.9999531],1.3428184,,3.8038063,,20.569931,[1.        0.8763874],41.66356,[1.        0.8763874],103.16526,,314.2644,
11,0.3762598,[1.         0.99999446],0.68838525,[1.         0.99999446],1.2844851,,3.6094437,,20.436266,[1.         0.86551416],41.545113,[1.         0.86551416],103.77703,,316.86227,
