iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.110945,[1.        0.9664545],44.23152,[1.        0.9664545],46.041992,,157.83026,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.710789,[1.        0.9631083],27.090073,[1.        0.9631083],41.577686,,143.23198,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.9830713,[1.         0.99971706],14.045196,[1.         0.99971706],31.488693,,110.75516,
3,4.096823,[1.        0.8871213],6.5453844,[1.        0.8871213],4.936648,,9.144197,,3.6095505,[1.        0.9997891],10.052046,[1.        0.9997891],26.373209,,93.04257,
4,3.0964181,[1.       0.952132],5.027934,[1.       0.952132],3.880886,,7.480556,,3.026173,[1.         0.99985844],8.218172,[1.         0.99985844],27.338627,,96.37321,
5,2.509365,[1.        0.9975299],4.1293726,[1.        0.9975299],3.333677,,6.7115083,,3.3215823,[1.        0.9743297],8.486789,[1.        0.9743297],31.735884,,111.313446,
6,2.009941,[0.9999422 1.       ],3.3658345,[0.9999422 1.       ],2.9215932,,6.1851134,,5.964433,[1.        0.9284886],12.827884,[1.        0.9284886],44.409344,,150.13023,
7,1.3095454,[1.         0.99978673],2.2267697,[1.         0.99978673],2.0304275,,4.473652,,13.859231,[1.         0.90332663],29.098116,[1.         0.90332663],78.14906,,253.06958,
8,0.6377655,[1.        0.9996988],1.0801753,[1.        0.9996988],1.4093014,,3.4461157,,18.02935,[1.         0.89836174],37.640858,[1.         0.89836174],106.47025,,337.0018,
9,0.40643752,[1.         0.99999285],0.66953003,[1.         0.99999285],1.018966,,2.55967,,19.484184,[1.         0.91265655],40.33352,[1.         0.91265655],117.44816,,367.42673,
10,0.2853738,[0.99981123 1.        ],0.511578,[0.99981123 1.        ],0.8865346,,2.3621008,,20.143988,[1.        0.9207404],41.561935,[1.        0.9207404],121.794914,,378.89294,
11,0.32778314,[0.99925244 1.        ],0.56975293,[0.99925244 1.        ],0.97964686,,2.574371,,19.956858,[1.       0.903788],41.150703,[1.       0.903788],122.223915,,381.7211,
