iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,4.113389,[1.         0.99871624],8.609546,[1.         0.99871624],4.5053477,,9.990638,,16.580536,[1.        0.9540929],48.104725,[1.        0.9540929],48.92436,,166.86858,
1,4.113389,[1.         0.99871624],8.609546,[1.         0.99871624],4.5053477,,9.990638,,15.387768,[0.99958956 1.        ],42.608013,[0.99958956 1.        ],59.162575,,200.17352,
2,4.113389,[1.         0.99871624],8.609546,[1.         0.99871624],4.5053477,,9.990638,,19.949148,[1.        0.9998996],51.446297,[1.        0.9998996],76.9566,,250.23643,
3,5.1846347,[1.        0.9999754],10.43158,[1.        0.9999754],5.9811993,,13.051556,,22.720085,[1.         0.99991184],57.1905,[1.         0.99991184],88.33383,,283.37177,
4,5.8429747,[0.9999838 1.       ],11.287874,[0.9999838 1.       ],6.9868493,,14.953984,,24.54604,[0.99996775 1.        ],61.085022,[0.99996775 1.        ],94.65253,,301.35175,
5,5.932158,[1.         0.99752915],11.476135,[1.         0.99752915],7.0660396,,15.120944,,25.33137,[1.         0.99959403],62.679047,[1.         0.99959403],98.30786,,313.00143,
