iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.005219,[1.         0.96789443],44.02633,[1.         0.96789443],46.000416,,157.79204,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.600725,[1.         0.96919876],26.700184,[1.         0.96919876],41.34731,,142.59203,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.888662,[0.99993867 1.        ],13.741466,[0.99993867 1.        ],31.426146,,110.88366,
3,4.32019,[1.         0.97121847],6.615352,[1.         0.97121847],5.3345733,,9.573859,,3.350804,[1.         0.99961084],9.335559,[1.         0.99961084],26.230684,,92.913246,
4,3.3087518,[0.9999588 1.       ],5.167072,[0.9999588 1.       ],4.5063963,,8.758334,,2.7387307,[1.         0.99903566],7.450627,[1.         0.99903566],24.818947,,87.800964,
5,2.6943214,[0.99994373 1.        ],4.287871,[0.99994373 1.        ],3.889104,,7.9324365,,2.9732406,[1.         0.97517854],7.6145782,[1.         0.97517854],28.752785,,100.97666,
6,2.1272805,[0.99997765 1.        ],3.4673128,[0.99997765 1.        ],3.473073,,7.6002874,,4.098984,[1.        0.9431979],9.48735,[1.        0.9431979],35.601093,,122.40432,
7,1.3326826,[1.        0.9999024],2.2803943,[1.        0.9999024],2.8004246,,6.8465514,,11.138702,[1.        0.9017415],21.94399,[1.        0.9017415],60.621105,,192.19165,
8,0.42991817,[1.        0.9999755],0.82789344,[1.        0.9999755],2.0101552,,5.777765,,18.585728,[1.        0.8471529],38.095486,[1.        0.8471529],101.54139,,316.06616,
9,0.41146898,[0.9999841 1.       ],0.75442874,[0.9999841 1.       ],1.9086092,,5.4354277,,20.34007,[1.        0.8226318],41.448433,[1.        0.8226318],111.90097,,349.20456,
10,0.35741478,[0.9999984 1.       ],0.6717322,[0.9999984 1.       ],1.9116813,,5.541714,,20.791176,[1.         0.83098376],42.35006,[1.         0.83098376],115.03343,,358.79465,
11,0.36991507,[1.         0.99995375],0.67499113,[1.         0.99995375],1.7815857,,5.086056,,20.336128,[1.         0.82061267],41.46174,[1.         0.82061267],114.50788,,358.10022,
