iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,3.0708861,[0.99898076 1.        ],7.9173903,[0.99898076 1.        ],3.549911,,10.0367155,,3.7606053,[0.99994135 1.        ],18.83701,[0.99994135 1.        ],74.7555,,523.50494,
1,3.0708861,[0.99898076 1.        ],7.9173903,[0.99898076 1.        ],3.549911,,10.0367155,,1.668504,[0.9998832  0.99999994],6.335278,[0.9998832  0.99999994],64.3484,,449.2675,
2,3.0708861,[0.99898076 1.        ],7.9173903,[0.99898076 1.        ],3.549911,,10.0367155,,6.0335755,[0.99930644 1.        ],15.144604,[0.99930644 1.        ],160.29434,,1030.7997,
3,5.8413825,[1.        0.9999046],15.685518,[1.        0.9999046],8.8564005,,28.44691,,7.827024,[1.        0.9976316],19.210846,[1.        0.9976316],211.21745,,1312.3903,
