iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.947959,[1.         0.96882385],43.928505,[1.         0.96882385],45.901836,,157.43825,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.633787,[1.        0.9679184],26.808224,[1.        0.9679184],41.382812,,142.95119,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.011062,[0.99993896 1.        ],14.070483,[0.99993896 1.        ],31.521467,,111.21497,
3,4.2567005,[1.        0.9146549],6.719736,[1.        0.9146549],5.2594757,,9.687647,,3.4796867,[1.         0.99979746],9.71349,[1.         0.99979746],26.215097,,92.80751,
4,3.226695,[1.         0.98057705],5.1822915,[1.         0.98057705],4.319846,,8.431545,,3.0122783,[1.        0.9998618],8.152857,[1.        0.9998618],26.7565,,94.64118,
5,2.6330638,[1.         0.99992895],4.277768,[1.         0.99992895],3.7444189,,7.5831985,,3.1428833,[1.         0.99013996],7.8527937,[1.         0.99013996],29.518522,,103.54801,
6,2.0079327,[0.9997958 1.       ],3.3260083,[0.9997958 1.       ],3.1368327,,6.67286,,4.9555864,[1.        0.9443127],10.461291,[1.        0.9443127],39.185787,,131.73645,
7,1.1998485,[1.        0.9997009],2.0758405,[1.        0.9997009],2.4128811,,5.723674,,14.010759,[1.         0.90961814],28.136953,[1.         0.90961814],72.09816,,227.0711,
8,0.54819304,[1.         0.99988127],0.95343274,[1.         0.99988127],1.6870687,,4.3797703,,18.692678,[1.        0.8803671],38.072998,[1.        0.8803671],98.10229,,306.2528,
9,0.29594615,[1.        0.9998687],0.53462505,[1.        0.9998687],1.6213077,,4.58773,,21.09584,[1.         0.86275864],42.9644,[1.         0.86275864],110.81409,,343.47394,
10,0.33638537,[0.9999925 1.       ],0.59182787,[0.9999925 1.       ],1.5374428,,4.2567916,,20.82501,[1.         0.84616333],42.476803,[1.         0.84616333],109.83387,,340.42654,
11,0.29545608,[1.        0.9999695],0.5318384,[1.        0.9999695],1.5793382,,4.469241,,20.657999,[1.        0.8490305],42.20087,[1.        0.8490305],111.95641,,347.76617,
