iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.002369,[1.        0.9680872],44.031906,[1.        0.9680872],45.983746,,157.707,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.58085,[1.        0.9681938],26.630875,[1.        0.9681938],41.229706,,142.1244,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9183435,[0.99993676 1.        ],13.79733,[0.99993676 1.        ],31.601889,,111.31782,
3,4.3237915,[1.        0.9707776],6.6254306,[1.        0.9707776],5.321064,,9.537054,,3.388344,[1.         0.99991137],9.387613,[1.         0.99991137],26.820889,,94.73067,
4,3.2868202,[0.99987483 1.        ],5.157703,[0.99987483 1.        ],4.3408055,,8.353193,,2.915963,[1.        0.9983148],7.839387,[1.        0.9983148],25.969555,,91.470406,
5,2.6849608,[1.        0.9997718],4.280016,[1.        0.9997718],3.7907069,,7.6635447,,3.4361656,[1.         0.97780234],8.198356,[1.         0.97780234],29.622747,,102.30115,
6,2.0877018,[1.         0.99994564],3.4055943,[1.         0.99994564],3.3298056,,7.240982,,4.364898,[1.        0.9579917],9.6427555,[1.        0.9579917],36.6285,,124.55619,
7,1.204881,[0.9998725 1.       ],2.0737574,[0.9998725 1.       ],2.6936567,,6.7113714,,11.250946,[1.        0.8839154],19.143867,[1.        0.8839154],61.87239,,189.12164,
8,0.61776495,[1.         0.99991596],1.099695,[1.         0.99991596],2.0295367,,5.515313,,18.367393,[1.         0.87252873],34.853157,[1.         0.87252873],92.30111,,290.7386,
9,0.3901826,[1.         0.99994904],0.6997026,[1.         0.99994904],1.7781652,,4.9791574,,21.396267,[1.        0.8543241],42.54971,[1.        0.8543241],117.67229,,370.95016,
10,0.41437224,[1.         0.99999326],0.7275592,[1.         0.99999326],1.6965678,,4.6987944,,21.79327,[1.        0.8582602],43.5686,[1.        0.8582602],123.58961,,389.3081,
11,0.37797192,[1.         0.99997175],0.6700971,[1.         0.99997175],1.7221879,,4.823452,,21.707226,[1.         0.85935384],43.208458,[1.         0.85935384],125.23207,,395.54987,
12,0.3356792,[1.        0.9997565],0.59926045,[1.        0.9997565],1.6479733,,4.6624293,,21.491598,[1.         0.86200374],42.95866,[1.         0.86200374],128.45073,,406.67035,
13,0.35073474,[1.         0.99998564],0.63025695,[1.         0.99998564],1.598921,,4.4986997,,21.580435,[1.        0.8522329],42.948696,[1.        0.8522329],129.82166,,411.57123,
