iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.099364,[1.        0.9661939],44.29008,[1.        0.9661939],46.14848,,158.25403,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.868225,[1.        0.9628188],27.529476,[1.        0.9628188],41.98129,,144.57397,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.051612,[1.         0.99959844],14.247429,[1.         0.99959844],31.649727,,111.40939,
3,4.0237465,[1.        0.8369713],6.4313235,[1.        0.8369713],4.900694,,9.190314,,3.6010654,[1.         0.99925655],10.024541,[1.         0.99925655],26.111258,,91.96785,
4,3.0926876,[1.         0.89221406],5.0256867,[1.         0.89221406],4.0573683,,8.061509,,3.0376925,[1.         0.99935615],8.234129,[1.         0.99935615],27.513903,,97.18391,
5,2.5024161,[1.        0.9342535],4.108641,[1.        0.9342535],3.4151998,,6.978152,,3.4985194,[1.         0.96954775],8.807696,[1.         0.96954775],32.85093,,115.35915,
6,1.9331486,[1.         0.99161726],3.2474887,[1.         0.99161726],2.9340134,,6.4059534,,5.6819015,[1.       0.930439],12.781484,[1.       0.930439],44.57897,,150.96245,
7,1.0185566,[0.999964 1.      ],1.7906203,[0.999964 1.      ],1.9643897,,4.795975,,14.972776,[1.         0.90802824],30.606047,[1.         0.90802824],78.03157,,247.38588,
8,0.522504,[1.        0.9999371],0.93281585,[1.        0.9999371],1.37715,,3.640078,,19.063068,[1.        0.8914343],39.74432,[1.        0.8914343],101.2754,,313.38757,
9,0.345218,[1.        0.9999674],0.6243338,[1.        0.9999674],1.1961912,,3.3346984,,20.65,[1.        0.9055105],41.97189,[1.        0.9055105],107.3426,,326.73236,
10,0.36572248,[1.         0.99998313],0.6462543,[1.         0.99998313],1.1321025,,3.10239,,20.68076,[1.         0.89988685],42.034187,[1.         0.89988685],107.91424,,328.40097,
11,0.34360036,[0.9999598 1.       ],0.60639536,[0.9999598 1.       ],1.0834029,,2.9802382,,20.592495,[1.         0.90106666],41.822746,[1.         0.90106666],108.72436,,331.3699,
