iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.153587,[1.        0.9653633],44.67305,[1.        0.9653633],46.146755,,159.95715,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.142361,[1.         0.99523807],26.393162,[1.         0.99523807],39.69804,,138.37648,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.9386563,[1.         0.99996406],14.3348055,[1.         0.99996406],30.987696,,110.08297,
3,4.1179447,[1.         0.88593096],6.5808287,[1.         0.88593096],4.981541,,9.250927,,3.4511147,[1.         0.99971604],9.820715,[1.         0.99971604],27.104204,,96.876335,
4,3.0948443,[1.        0.9514423],5.026368,[1.        0.9514423],3.8775914,,7.467116,,2.8741093,[1.        0.9996258],7.992248,[1.        0.9996258],24.941248,,89.073006,
5,2.4479814,[1.         0.99929315],4.037646,[1.         0.99929315],3.2646122,,6.5740767,,3.342781,[1.       0.990699],8.773484,[1.       0.990699],28.0758,,99.29314,
6,1.908567,[1.         0.99999464],3.2195532,[1.         0.99999464],2.6222608,,5.4459767,,4.3572536,[1.        0.9670834],10.167907,[1.        0.9670834],34.42981,,118.84595,
7,1.3643514,[1.         0.99998206],2.3691733,[1.         0.99998206],2.1445591,,4.781018,,8.479482,[1.         0.92866963],17.414925,[1.         0.92866963],40.621925,,131.6061,
8,0.50359356,[1.         0.99992824],0.9747919,[1.         0.99992824],1.0573084,,2.678846,,16.63729,[1.        0.8658337],34.306694,[1.        0.8658337],74.74793,,231.05312,
9,0.28702426,[1.        0.9999326],0.57555467,[1.        0.9999326],0.87386477,,2.3878725,,21.80756,[1.         0.82315165],43.64431,[1.         0.82315165],101.01712,,305.60736,
10,0.3397201,[0.9999987 1.       ],0.6568674,[0.9999987 1.       ],0.9792452,,2.6489966,,21.580278,[1.        0.8136448],43.837585,[1.        0.8136448],101.44338,,307.42868,
11,0.32484215,[0.9999799 1.       ],0.59757113,[0.9999799 1.       ],0.9666506,,2.599772,,21.059359,[1.        0.8190579],43.080074,[1.        0.8190579],101.41635,,309.0962,
