iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.014017,[1.        0.9680039],44.026546,[1.        0.9680039],45.97906,,157.78294,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.57724,[1.        0.9676728],26.762897,[1.        0.9676728],41.146618,,141.94026,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9890137,[0.9999157 1.       ],14.059792,[0.9999157 1.       ],31.384352,,110.49586,
3,4.3420515,[1.        0.9696545],6.655074,[1.        0.9696545],5.3314104,,9.542233,,3.435495,[1.         0.99922985],9.624678,[1.         0.99922985],25.737911,,91.10272,
4,3.3569317,[1.         0.99998945],5.242906,[1.         0.99998945],4.52695,,8.741943,,2.9177861,[1.        0.9997902],7.942139,[1.        0.9997902],26.408607,,93.17902,
5,2.7690816,[0.9999711 1.       ],4.393905,[0.9999711 1.       ],3.9393096,,7.9640193,,2.9890213,[1.        0.9763672],7.7370863,[1.        0.9763672],30.253368,,106.59798,
6,2.2401283,[0.99995416 1.        ],3.62497,[0.99995416 1.        ],3.5528965,,7.6538916,,3.815952,[1.        0.9363332],9.121985,[1.        0.9363332],36.973213,,128.66942,
7,1.5617225,[1.        0.9999865],2.6207027,[1.        0.9999865],2.944557,,6.920227,,8.908321,[1.        0.9014167],17.958546,[1.        0.9014167],57.872593,,188.8745,
8,0.71132934,[1.        0.9999143],1.2670467,[1.        0.9999143],2.1946123,,5.894486,,16.803867,[1.        0.8716184],34.82847,[1.        0.8716184],97.90137,,307.81955,
9,0.36548457,[1.         0.99979293],0.68256974,[1.         0.99979293],1.7405418,,4.9436893,,20.012804,[1.        0.8572175],41.07749,[1.        0.8572175],115.4647,,360.4073,
10,0.40060344,[0.99999034 1.        ],0.72733134,[0.99999034 1.        ],1.689061,,4.7140307,,20.264408,[1.        0.8444996],41.70075,[1.        0.8444996],118.86857,,373.17593,
