,info
start_date,2024-12-30_00-31-54
model,MyPendulum
layout,0
seed,7
ckpt,
algorithm,PPO_JAX
probability_bound,0.999999
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
status,success
total_CEGIS_time,127.959733
verify_samples,19600
verify_samples_naive,0
