iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.057174,[1.         0.96673065],44.207546,[1.         0.96673065],46.12233,,158.1838,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.893717,[1.        0.9629058],27.544977,[1.        0.9629058],42.014526,,144.43896,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1324425,[1.        0.9991146],14.4586,[1.        0.9991146],31.931845,,112.450005,
3,4.041579,[1.         0.83721924],6.44842,[1.         0.83721924],4.8828554,,9.103791,,3.5982888,[1.        0.9998953],10.024544,[1.        0.9998953],25.970133,,91.539925,
4,3.1311393,[1.        0.8919251],5.063366,[1.        0.8919251],4.0393157,,7.9215684,,3.1061237,[1.        0.9994857],8.400813,[1.        0.9994857],27.393084,,96.58029,
5,2.4888844,[1.        0.9395493],4.0822644,[1.        0.9395493],3.4165173,,7.0166736,,3.2895489,[1.         0.96414554],8.355847,[1.         0.96414554],31.959658,,111.983345,
6,1.9720168,[1.        0.9915646],3.2724066,[1.        0.9915646],2.8358405,,5.994351,,5.365433,[1.       0.924845],12.010155,[1.       0.924845],43.599514,,148.81726,
7,1.0924003,[1.        0.9997572],1.9060508,[1.        0.9997572],2.0789063,,5.033621,,13.946301,[1.         0.90771043],29.014671,[1.         0.90771043],77.764404,,249.44221,
8,0.59556776,[1.        0.9999707],1.0356028,[1.        0.9999707],1.3802419,,3.5320933,,18.611656,[1.        0.8959909],38.89085,[1.        0.8959909],102.67548,,321.2696,
9,0.40357482,[1.         0.99998116],0.69564724,[1.         0.99998116],1.2040828,,3.2436848,,19.522625,[1.        0.9039835],40.485893,[1.        0.9039835],112.71559,,348.53333,
10,0.28524318,[1.        0.9999707],0.4952487,[1.        0.9999707],1.033793,,2.8770726,,19.885035,[1.         0.91170317],40.8575,[1.         0.91170317],117.331924,,360.52048,
11,0.3273309,[0.9999591 1.       ],0.5735294,[0.9999591 1.       ],1.0274966,,2.8197398,,20.163572,[1.        0.8949509],41.185543,[1.        0.8949509],118.32952,,362.5777,
