iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.050127,[1.         0.96683294],44.197323,[1.         0.96683294],46.10499,,158.05962,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.875348,[1.        0.9625454],27.513088,[1.        0.9625454],41.521923,,142.6708,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.133851,[1.         0.99918586],14.452045,[1.         0.99918586],31.631523,,111.267265,
3,4.036137,[1.        0.8366568],6.447242,[1.        0.8366568],4.892049,,9.148267,,3.6242018,[1.         0.99986213],10.104456,[1.         0.99986213],26.341082,,92.672905,
4,3.1321752,[1.        0.8911551],5.068272,[1.        0.8911551],4.0297995,,7.8957624,,3.104638,[1.         0.99886566],8.406648,[1.         0.99886566],26.825508,,94.386215,
5,2.5446925,[1.         0.93572235],4.156985,[1.         0.93572235],3.4176128,,6.8897395,,3.27506,[1.       0.962954],8.364689,[1.       0.962954],31.271805,,109.82748,
6,1.9701363,[1.        0.9922537],3.2907782,[1.        0.9922537],2.9313548,,6.331309,,5.1440396,[1.         0.92176884],11.356216,[1.         0.92176884],41.412457,,139.76341,
7,1.1228268,[0.99996936 1.        ],1.9529614,[0.99996936 1.        ],2.0482051,,4.8864837,,13.882407,[1.        0.9065212],28.301033,[1.        0.9065212],75.61431,,241.38196,
8,0.51401687,[1.         0.99995476],0.9300433,[1.         0.99995476],1.4165906,,3.794744,,18.874586,[1.       0.881997],39.28202,[1.       0.881997],106.60456,,334.81662,
9,0.3466764,[1.         0.99993914],0.6208423,[1.         0.99993914],1.159453,,3.206638,,20.065187,[1.        0.8917497],40.91534,[1.        0.8917497],116.1838,,363.27014,
10,0.30066034,[1.         0.99973446],0.5361995,[1.         0.99973446],1.0659949,,2.9827583,,19.824072,[1.        0.8925834],40.72889,[1.        0.8925834],118.3463,,370.88568,
11,0.32150257,[1.        0.9999915],0.5725996,[1.        0.9999915],1.0741558,,2.9855874,,20.254475,[1.        0.8839311],41.51318,[1.        0.8839311],121.110214,,378.72025,
