,time [s]
initialize,0.003245
pretrain_policy,10.162797
initialize_CEGIS,0.17573
iter0_learner,4.000367
iter0_plot,0.110961
iter0_verifier,3.875046
iter0_process_counterexamples,0.041743
iter1_learner,4.887051
iter1_plot,0.00467
iter1_verifier,4.131993
iter1_process_counterexamples,0.033915
iter2_learner,3.446649
iter2_plot,0.00477
iter2_verifier,4.233063
iter2_process_counterexamples,0.032859
iter3_learner,3.713985
iter3_plot,0.004811
iter3_verifier,4.340865
iter3_process_counterexamples,0.030744
iter4_learner,3.641852
iter4_plot,0.00477
iter4_verifier,4.247154
iter4_process_counterexamples,0.030988
iter5_learner,3.658908
iter5_plot,0.00479
iter5_verifier,4.204868
iter5_process_counterexamples,0.029942
iter6_learner,3.726069
iter6_plot,0.004986
iter6_verifier,4.244412
iter6_process_counterexamples,0.030843
iter7_learner,3.647137
iter7_plot,0.005049
iter7_verifier,134.85312
iter7_process_counterexamples,0.076104
iter8_learner,3.794012
iter8_plot,0.005016
iter8_verifier,1590.6466
