,info
start_date,2026-06-01_22-27-19
model,MyPendulum
layout,0
seed,4
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,171.188469
verify_samples,19600
verify_samples_naive,0
