iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.067457,[1.         0.96702033],44.209858,[1.         0.96702033],46.225826,,158.50888,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.876196,[1.        0.9626802],27.519506,[1.        0.9626802],41.892372,,143.99246,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1499915,[1.        0.9993184],14.493548,[1.        0.9993184],32.128647,,112.98256,
3,4.021511,[1.         0.83762586],6.4237237,[1.         0.83762586],4.897978,,9.186116,,3.6035404,[1.        0.9991628],10.044142,[1.        0.9991628],26.335728,,92.79247,
4,3.0668788,[1.         0.89427483],4.978067,[1.         0.89427483],3.9739149,,7.8359137,,3.1222641,[1.       0.997896],8.41075,[1.       0.997896],28.142447,,98.69746,
5,2.468569,[1.        0.9384316],4.0521507,[1.        0.9384316],3.3558352,,6.8402753,,3.499778,[1.        0.9656466],8.76797,[1.        0.9656466],32.918377,,115.14614,
6,1.8411925,[1.         0.99967057],3.1000612,[1.         0.99967057],2.8227217,,6.1981936,,7.074627,[1.        0.9137849],13.816158,[1.        0.9137849],48.25223,,156.28456,
7,1.0157348,[1.       0.999949],1.7736292,[1.       0.999949],1.9152849,,4.634306,,15.408876,[1.        0.9164268],30.596172,[1.        0.9164268],73.789856,,229.53484,
8,0.55375504,[1.        0.9999686],0.9874832,[1.        0.9999686],1.4017444,,3.676807,,19.14962,[1.         0.89072615],38.53971,[1.         0.89072615],94.1664,,283.51776,
9,0.3519708,[1.         0.99990857],0.63634944,[1.         0.99990857],1.1702521,,3.2472932,,20.874352,[1.      0.92351],41.938755,[1.      0.92351],102.53631,,303.73862,
10,0.34881705,[0.9998583 1.       ],0.6199638,[0.9998583 1.       ],1.0854137,,2.984977,,20.892994,[1.         0.91934407],42.055878,[1.         0.91934407],105.14379,,311.10788,
11,0.33008617,[1.       0.999939],0.58943766,[1.       0.999939],1.0819873,,3.0027685,,20.967823,[1.         0.92044085],42.239605,[1.         0.92044085],105.65767,,313.26086,
12,0.33679494,[1.         0.99989295],0.59594035,[1.         0.99989295],1.0425156,,2.8630276,,20.697794,[1.         0.90665156],41.862377,[1.         0.90665156],106.43341,,316.95023,
