,time [s]
initialize,0.003259
pretrain_policy,10.298621
initialize_CEGIS,0.246347
iter0_learner,12.02575
iter0_plot,0.259263
iter0_verifier,13.206747
iter0_process_counterexamples,0.053835
iter1_learner,72.94191
iter1_plot,0.004616
iter1_verifier,5.001137
iter1_process_counterexamples,0.037731
iter2_learner,72.134315
iter2_plot,0.004768
iter2_verifier,4.937827
iter2_process_counterexamples,0.036703
iter3_learner,72.92562
iter3_plot,0.00479
iter3_verifier,4.12639
iter3_process_counterexamples,0.029437
iter4_learner,72.78497
iter4_plot,0.004771
iter4_verifier,3.661343
iter4_process_counterexamples,0.029375
iter5_learner,72.723625
iter5_plot,0.004837
iter5_verifier,3.837025
iter5_process_counterexamples,0.029857
iter6_learner,73.236176
iter6_plot,0.005228
iter6_verifier,914.0491
