iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.002504,[1.        0.9683224],44.049473,[1.        0.9683224],46.07858,,158.04324,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.710686,[1.        0.9663481],27.057259,[1.        0.9663481],41.222157,,141.84326,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0685153,[1.        0.9999327],14.292567,[1.        0.9999327],31.853212,,112.262535,
3,4.1613517,[1.        0.9051644],6.686638,[1.        0.9051644],4.9570837,,9.124335,,3.5043824,[1.         0.99946177],9.780498,[1.         0.99946177],26.089964,,92.0479,
4,3.1780908,[1.        0.9676978],5.1933894,[1.        0.9676978],4.1021566,,8.022362,,3.0179787,[1.        0.9983053],8.183357,[1.        0.9983053],27.082136,,95.75069,
5,2.5690522,[1.         0.99991417],4.265126,[1.         0.99991417],3.5538998,,7.269976,,3.2476435,[1.         0.96805763],8.300527,[1.         0.96805763],31.220173,,109.8977,
6,2.0613472,[0.9999476 1.       ],3.4689307,[0.9999476 1.       ],2.767089,,5.6603956,,5.9168673,[1.         0.92416584],12.432916,[1.         0.92416584],43.38542,,144.15292,
7,1.2703722,[1.         0.99967366],2.181502,[1.         0.99967366],2.0035782,,4.4459515,,14.520736,[1.         0.93002117],30.023676,[1.         0.93002117],75.70487,,241.8926,
8,0.6998341,[1.        0.9999944],1.1766381,[1.        0.9999944],1.4193667,,3.412405,,18.945065,[1.         0.92316175],39.160027,[1.         0.92316175],104.14713,,323.71762,
9,0.49051508,[1.       0.999992],0.79737216,[1.       0.999992],1.187929,,2.9661062,,20.369347,[1.         0.95058775],41.45449,[1.         0.95058775],109.538246,,333.89548,
10,0.28136832,[0.99984276 1.        ],0.47223842,[0.99984276 1.        ],1.0269825,,2.7714288,,20.892351,[1.        0.9681118],42.04693,[1.        0.9681118],112.20365,,339.09872,
11,0.334668,[0.9941403 1.       ],0.55934864,[0.9941403 1.       ],1.1052133,,2.949432,,21.165924,[1.        0.9531627],42.645485,[1.        0.9531627],113.176994,,342.04425,
