iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.060026,[1.         0.96761703],44.130173,[1.         0.96761703],46.022846,,157.7892,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.713343,[1.        0.9658567],27.041132,[1.        0.9658567],41.554256,,143.38547,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0066943,[1.         0.99976504],14.1790085,[1.         0.99976504],31.666273,,111.82956,
3,4.1691723,[1.         0.90431625],6.6930466,[1.         0.90431625],4.984453,,9.18597,,3.5315742,[1.         0.99996597],9.857818,[1.         0.99996597],26.61654,,93.98813,
4,3.1542032,[1.         0.96783537],5.1689696,[1.         0.96783537],4.131421,,8.145622,,3.065648,[1.         0.99811053],8.312106,[1.         0.99811053],26.972832,,95.41285,
5,2.5222008,[1.        0.9999653],4.1970043,[1.        0.9999653],3.356396,,6.773143,,3.5384202,[1.        0.9788172],8.835935,[1.        0.9788172],31.20068,,109.0853,
6,1.9821587,[1.         0.99995583],3.3716238,[1.         0.99995583],2.9352558,,6.2909675,,5.5130053,[1.         0.94497705],12.781207,[1.         0.94497705],42.40717,,144.64883,
7,1.0316093,[1.        0.9998496],1.8295972,[1.        0.9998496],1.83905,,4.3229446,,13.836886,[1.        0.9081169],28.619476,[1.        0.9081169],71.869316,,229.22449,
8,0.42144722,[1.       0.999972],0.7513276,[1.       0.999972],1.1059394,,2.8546014,,18.933859,[1.         0.89344376],39.10141,[1.         0.89344376],101.00802,,313.8182,
9,0.33024418,[1.         0.99978393],0.5907275,[1.         0.99978393],1.0919716,,2.9450538,,20.659521,[1.         0.89461404],42.324524,[1.         0.89461404],109.401886,,337.58667,
10,0.37001854,[1.         0.99999136],0.6535317,[1.         0.99999136],1.066774,,2.8120182,,20.525457,[1.         0.87345815],41.98095,[1.         0.87345815],107.6198,,332.22003,
