iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.08966,[1.         0.96617925],44.257847,[1.         0.96617925],46.14165,,158.3156,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.885378,[1.         0.96237856],27.521784,[1.         0.96237856],41.927357,,144.71924,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.100648,[1.        0.9989924],14.388109,[1.        0.9989924],32.264748,,113.87615,
3,4.036666,[1.        0.8373175],6.444054,[1.        0.8373175],4.892021,,9.137789,,3.5980523,[1.        0.9994526],10.034249,[1.        0.9994526],26.920973,,95.00762,
4,3.0951614,[1.       0.894081],5.0212393,[1.       0.894081],4.0218506,,7.9387717,,3.1638713,[1.        0.9998512],8.504574,[1.        0.9998512],28.29565,,99.99534,
5,2.4924517,[1.         0.93983734],4.08769,[1.         0.93983734],3.3817618,,6.8823166,,3.407447,[1.        0.9693662],8.660916,[1.        0.9693662],33.103657,,116.57757,
6,1.88641,[1.        0.9997231],3.1684659,[1.        0.9997231],2.8618712,,6.250151,,6.346796,[1.        0.9257455],12.906853,[1.        0.9257455],46.866817,,154.58313,
7,1.0417442,[1.       0.999988],1.8099759,[1.       0.999988],1.9290828,,4.624442,,15.42689,[1.        0.9043326],30.434267,[1.        0.9043326],76.101364,,238.23474,
8,0.4893713,[1.        0.9999123],0.88319796,[1.        0.9999123],1.3552482,,3.6214404,,19.310148,[1.         0.87810194],38.68597,[1.         0.87810194],99.60349,,307.79742,
9,0.34614006,[1.         0.99994147],0.62944525,[1.         0.99994147],1.20284,,3.3566313,,20.89039,[1.        0.8961774],41.952263,[1.        0.8961774],108.466286,,329.62366,
10,0.36376527,[1.         0.99997526],0.64340615,[1.         0.99997526],1.1030481,,3.002865,,20.837471,[1.         0.89154524],41.910995,[1.         0.89154524],109.44052,,333.09302,
11,0.3727817,[0.99999917 1.        ],0.65543526,[0.99999917 1.        ],1.0457146,,2.8121893,,20.790545,[1.        0.8787108],41.89331,[1.        0.8787108],110.477325,,336.82077,
