iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.200394,[1.        0.9655732],44.64829,[1.        0.9655732],46.129337,,159.8372,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.144836,[1.        0.9943256],26.345537,[1.        0.9943256],39.618206,,138.06705,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.8892956,[1.        0.9999225],14.165825,[1.        0.9999225],30.93609,,109.926,
3,4.137512,[1.        0.8855965],6.6010756,[1.        0.8855965],5.014558,,9.3061,,3.3819077,[1.         0.99917763],9.631692,[1.         0.99917763],26.932274,,96.28643,
4,3.123639,[1.        0.9488907],5.055039,[1.        0.9488907],3.9381068,,7.5848904,,2.763369,[1.         0.99999475],7.669407,[1.         0.99999475],24.335402,,86.93215,
5,2.407405,[0.99990785 1.        ],3.9664376,[0.99990785 1.        ],3.15202,,6.284703,,3.092653,[1.        0.9938594],8.14297,[1.        0.9938594],26.750553,,94.68081,
6,1.957992,[1.        0.9997289],3.2610667,[1.        0.9997289],2.7300007,,5.660674,,3.295164,[1.         0.97218645],8.221876,[1.         0.97218645],29.212147,,102.60737,
7,1.5317352,[1.        0.9999855],2.5885096,[1.        0.9999855],2.2645884,,4.8560176,,4.594101,[1.       0.938657],10.51909,[1.       0.938657],31.866436,,108.83909,
8,0.88261366,[1.         0.99996954],1.5799538,[1.         0.99996954],1.4716972,,3.3932135,,9.697413,[1.        0.8816851],19.737494,[1.        0.8816851],51.523445,,164.82053,
9,0.38783368,[0.9999535 1.       ],0.7876804,[0.9999535 1.       ],1.0738406,,2.882012,,19.64036,[1.         0.81684196],38.36868,[1.         0.81684196],107.22022,,330.86163,
10,0.38521224,[1.         0.99999726],0.7556008,[1.         0.99999726],1.0213046,,2.7180035,,21.264557,[1.        0.8034681],42.732327,[1.        0.8034681],126.473114,,395.79974,
11,0.35551703,[1.        0.9999832],0.6977642,[1.        0.9999832],1.0118064,,2.7294316,,21.448105,[1.        0.8117604],43.116505,[1.        0.8117604],131.01332,,412.00345,
12,0.35842085,[1.        0.9993122],0.69922537,[1.        0.9993122],1.0078311,,2.713025,,21.741835,[1.         0.80762553],43.693073,[1.         0.80762553],135.86763,,428.2098,
