,time [s]
initialize,0.003356
pretrain_policy,7.524418
initialize_CEGIS,0.178312
iter0_learner,2.821213
iter0_plot,0.09399
iter0_verifier,0.782419
iter0_process_counterexamples,0.023754
iter1_learner,3.582112
iter1_plot,0.004685
iter1_verifier,0.39926
iter1_process_counterexamples,0.025619
iter2_learner,2.589515
iter2_plot,0.004717
iter2_verifier,0.558502
iter2_process_counterexamples,0.025503
iter3_learner,2.786383
iter3_plot,0.004664
iter3_verifier,0.364381
iter3_process_counterexamples,0.025022
iter4_learner,2.722252
iter4_plot,0.004649
iter4_verifier,0.565872
iter4_process_counterexamples,0.024961
iter5_learner,2.754276
iter5_plot,0.004985
iter5_verifier,0.421676
iter5_process_counterexamples,0.024273
iter6_learner,2.744093
iter6_plot,0.005082
iter6_verifier,0.422023
iter6_process_counterexamples,0.023779
iter7_learner,2.747034
iter7_plot,0.004885
iter7_verifier,0.424227
iter7_process_counterexamples,0.023544
iter8_learner,2.773616
iter8_plot,0.004968
iter8_verifier,0.5243
iter8_process_counterexamples,0.024026
iter9_learner,2.770312
iter9_plot,0.005023
iter9_verifier,0.691711
iter9_process_counterexamples,0.023414
iter10_learner,2.797839
iter10_plot,0.005175
iter10_verifier,0.71532
iter10_process_counterexamples,0.023477
iter11_learner,2.820935
iter11_plot,0.005329
iter11_verifier,0.616218
iter11_process_counterexamples,0.023997
iter12_learner,2.822505
iter12_plot,0.005684
iter12_verifier,62.2856
