iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.22879,[1.         0.96484536],44.742966,[1.         0.96484536],46.073154,,159.5416,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.07796,[1.         0.99396527],26.38776,[1.         0.99396527],39.2603,,137.38016,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.8793216,[1.         0.99998885],14.300929,[1.         0.99998885],30.81387,,109.67216,
3,4.1131196,[1.        0.8885011],6.5630307,[1.        0.8885011],5.017868,,9.348444,,3.3983078,[1.         0.99937433],9.810901,[1.         0.99937433],27.050198,,96.8895,
4,3.1034384,[1.        0.9525339],5.022052,[1.        0.9525339],3.9382346,,7.6127505,,2.7687736,[1.         0.99992895],7.8264384,[1.         0.99992895],24.98291,,89.57241,
5,2.3779125,[1.        0.9999359],3.921182,[1.        0.9999359],3.1436794,,6.3063736,,3.000011,[1.         0.98621494],8.017251,[1.         0.98621494],27.062239,,96.19911,
6,1.9356726,[0.9999912 1.       ],3.2399795,[0.9999912 1.       ],2.77079,,5.8204737,,3.516343,[1.         0.96444595],8.805015,[1.         0.96444595],29.490555,,103.47269,
7,1.3905289,[1.        0.9999819],2.39972,[1.        0.9999819],2.0329235,,4.393132,,6.51479,[1.        0.9186413],13.382772,[1.        0.9186413],41.671623,,137.56735,
8,0.652131,[0.9999747 1.       ],1.2250373,[0.9999747 1.       ],1.3060218,,3.2309227,,15.079133,[1.         0.86272377],31.083866,[1.         0.86272377],67.256935,,210.7279,
9,0.32287258,[1.        0.9992986],0.63523334,[1.        0.9992986],0.9501242,,2.5692458,,21.017435,[1.         0.82177824],42.007175,[1.         0.82177824],101.03976,,308.75598,
10,0.36593422,[0.99999833 1.        ],0.70253205,[0.99999833 1.        ],1.034422,,2.779161,,21.739388,[1.        0.8114541],43.584248,[1.        0.8114541],106.928856,,326.37723,
11,0.32566515,[1.        0.9999213],0.614335,[1.        0.9999213],1.0065209,,2.7367017,,21.527924,[1.         0.82269657],43.395355,[1.         0.82269657],108.0802,,331.11813,
12,0.33814403,[1.       0.996575],0.63243246,[1.       0.996575],1.0194076,,2.7568984,,21.734777,[1.         0.81651556],43.844215,[1.         0.81651556],110.64291,,339.35687,
