iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,14.986948,[1.        0.9681703],44.02255,[1.        0.9681703],45.973076,,157.67108,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.577093,[1.         0.96850383],26.652393,[1.         0.96850383],40.996174,,141.32076,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.978398,[1.         0.99992275],13.90281,[1.         0.99992275],31.704113,,111.55431,
3,4.333019,[1.        0.9702301],6.6402826,[1.        0.9702301],5.3303623,,9.549758,,3.4593093,[1.       0.999733],9.565285,[1.       0.999733],26.971811,,95.35528,
4,3.3372755,[0.9999254 1.       ],5.213431,[0.9999254 1.       ],4.4365454,,8.53293,,2.82824,[1.         0.99996656],7.658553,[1.         0.99996656],24.998035,,88.314705,
5,2.712665,[1.        0.9999221],4.310051,[1.        0.9999221],3.9363327,,8.028078,,3.1394427,[1.        0.9847379],8.017676,[1.        0.9847379],28.860823,,101.058525,
6,2.1610527,[1.         0.99999356],3.5086825,[1.         0.99999356],3.3953164,,7.3158736,,4.0124454,[1.       0.961189],9.625659,[1.       0.961189],35.637257,,123.00529,
7,1.2979393,[0.9998428 1.       ],2.2261205,[0.9998428 1.       ],2.8327768,,7.001318,,10.581123,[1.        0.9090917],19.307955,[1.        0.9090917],56.847977,,176.30864,
8,0.6523588,[1.        0.9998765],1.1777856,[1.        0.9998765],2.146624,,5.8643622,,18.202106,[1.        0.8661256],35.397465,[1.        0.8661256],89.58451,,276.2534,
9,0.37244955,[0.99997866 1.        ],0.6949703,[0.99997866 1.        ],1.7581643,,4.9944043,,21.02539,[1.       0.841465],41.88687,[1.       0.841465],110.438736,,339.2426,
10,0.39299107,[0.99999315 1.        ],0.71246296,[0.99999315 1.        ],1.7130444,,4.820807,,21.290382,[1.        0.8227686],42.599796,[1.        0.8227686],113.30754,,348.89178,
11,0.38856566,[1.        0.9999934],0.7069493,[1.        0.9999934],1.7263085,,4.86756,,20.98932,[1.        0.8183104],42.3686,[1.        0.8183104],111.92625,,345.2285,
