iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.225974,[1.         0.96402436],44.814552,[1.         0.96402436],46.19087,,159.64682,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,8.990086,[1.         0.99555355],26.341011,[1.         0.99555355],38.594692,,135.23135,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.8842664,[1.        0.9999569],14.40262,[1.        0.9999569],30.189453,,107.515396,
3,4.1312013,[1.        0.8869105],6.5889325,[1.        0.8869105],5.0325856,,9.363527,,3.411272,[1.        0.9997357],9.894071,[1.        0.9997357],26.3376,,94.194595,
4,3.1248374,[1.        0.9502123],5.053205,[1.        0.9502123],3.9625182,,7.6506767,,2.7452185,[1.        0.9998034],7.77863,[1.        0.9998034],23.978151,,85.69149,
5,2.4387393,[1.        0.9997576],4.0110145,[1.        0.9997576],3.206986,,6.3997817,,2.960184,[1.       0.991216],7.990294,[1.       0.991216],26.335297,,93.4564,
6,1.9287283,[0.99989355 1.        ],3.2382371,[0.99989355 1.        ],2.6820965,,5.579161,,3.7274804,[1.         0.96881604],9.002594,[1.         0.96881604],32.184937,,111.91775,
7,1.4369586,[1.         0.99982727],2.4711652,[1.         0.99982727],2.1994495,,4.824571,,7.013937,[1.         0.93425214],14.249628,[1.         0.93425214],35.793377,,117.01304,
8,0.6616251,[0.99997246 1.        ],1.2368535,[0.99997246 1.        ],1.2171602,,2.9496694,,15.076037,[1.         0.87761056],31.143835,[1.         0.87761056],64.235435,,202.09827,
9,0.30979234,[0.99996716 1.        ],0.62568974,[0.99996716 1.        ],0.9054707,,2.4590218,,21.382177,[1.         0.82529205],42.812595,[1.         0.82529205],94.76556,,288.7893,
10,0.36290678,[1.         0.99999833],0.7049976,[1.         0.99999833],1.0106037,,2.7199268,,21.641945,[1.        0.8151145],43.91239,[1.        0.8151145],98.33872,,301.09586,
11,0.3296135,[1.         0.99974227],0.61622715,[1.         0.99974227],0.97897166,,2.6440828,,21.23315,[1.        0.8241419],43.455524,[1.        0.8241419],98.75944,,304.24582,
12,0.34272915,[1.        0.9999417],0.63954675,[1.        0.9999417],1.0038916,,2.7043796,,21.691462,[1.        0.8213941],44.064987,[1.        0.8213941],101.06729,,310.34967,
