iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.078785,[1.        0.9673973],44.134296,[1.        0.9673973],46.040527,,157.9448,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.727394,[1.         0.96640843],27.051132,[1.         0.96640843],41.373722,,142.1352,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0509887,[1.         0.99977297],14.163694,[1.         0.99977297],31.270699,,109.67158,
3,4.1724024,[1.        0.9038567],6.7031207,[1.        0.9038567],4.9810143,,9.177484,,3.4781368,[1.        0.9995784],9.633185,[1.        0.9995784],26.598589,,93.75912,
4,3.1454058,[1.        0.9677222],5.1618395,[1.        0.9677222],4.134113,,8.174303,,3.1136727,[0.9999551 1.       ],8.31527,[0.9999551 1.       ],26.966974,,94.56171,
5,2.480965,[1.        0.9998554],4.132069,[1.        0.9998554],3.3447747,,6.7905874,,3.873155,[1.        0.9810891],8.997014,[1.        0.9810891],31.439035,,107.680084,
6,1.9375732,[0.9999841 1.       ],3.3051944,[0.9999841 1.       ],2.9471972,,6.3904305,,7.219034,[1.         0.95237565],16.030478,[1.         0.95237565],45.397194,,150.54016,
7,1.0392976,[1.         0.99988526],1.8066112,[1.         0.99988526],1.8387085,,4.2655873,,14.846139,[1.         0.92242044],31.305677,[1.         0.92242044],82.07812,,263.56116,
8,0.42804372,[0.9999053 1.       ],0.72963744,[0.9999053 1.       ],1.0376105,,2.5987964,,18.917694,[1.        0.9035134],39.30192,[1.        0.9035134],107.710945,,336.9255,
9,0.37296215,[1.        0.9999499],0.61447513,[1.        0.9999499],0.97027314,,2.470489,,20.414444,[1.         0.90814924],41.905205,[1.         0.90814924],119.07645,,371.08405,
10,0.2752352,[0.9998322 1.       ],0.46804774,[0.9998322 1.       ],0.9576245,,2.5785825,,20.542458,[1.         0.91874486],42.179417,[1.         0.91874486],124.75959,,388.1793,
11,0.33189097,[0.99999946 1.        ],0.55789596,[0.99999946 1.        ],1.0295714,,2.7257695,,20.350515,[1.       0.899429],41.71248,[1.       0.899429],123.05809,,383.85745,
