,time [s]
initialize,0.003643
pretrain_policy,10.14327
initialize_CEGIS,0.175154
iter0_learner,3.653678
iter0_plot,0.114037
iter0_verifier,3.971529
iter0_process_counterexamples,0.04306
iter1_learner,4.836699
iter1_plot,0.004674
iter1_verifier,4.17781
iter1_process_counterexamples,0.035524
iter2_learner,3.35049
iter2_plot,0.004604
iter2_verifier,4.057129
iter2_process_counterexamples,0.033482
iter3_learner,3.699765
iter3_plot,0.004714
iter3_verifier,4.374047
iter3_process_counterexamples,0.032221
iter4_learner,3.711001
iter4_plot,0.004736
iter4_verifier,4.237658
iter4_process_counterexamples,0.03115
iter5_learner,3.673851
iter5_plot,0.004895
iter5_verifier,4.370528
iter5_process_counterexamples,0.031279
iter6_learner,3.704195
iter6_plot,0.004906
iter6_verifier,4.417569
iter6_process_counterexamples,0.031024
iter7_learner,3.671371
iter7_plot,0.005434
iter7_verifier,4.333994
iter7_process_counterexamples,0.033188
iter8_learner,3.523454
iter8_plot,0.005039
iter8_verifier,138.09346
iter8_process_counterexamples,0.062171
iter9_learner,3.765789
iter9_plot,0.005134
iter9_verifier,1723.4769
