iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.007359,[1.        0.9679717],44.027073,[1.        0.9679717],45.999428,,157.7803,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.585634,[1.        0.9682372],26.671257,[1.        0.9682372],41.068214,,141.51974,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9058347,[1.         0.99937665],13.805397,[1.         0.99937665],31.11587,,109.76374,
3,4.3140388,[1.       0.971394],6.618492,[1.       0.971394],5.292749,,9.483824,,3.3154345,[1.         0.99968517],9.291043,[1.         0.99968517],25.407455,,89.98296,
4,3.3082085,[1.         0.99980026],5.1878247,[1.         0.99980026],4.371797,,8.4114685,,2.8840754,[1.        0.9998177],7.8646035,[1.        0.9998177],26.05765,,92.10535,
5,2.7322812,[1.        0.9999917],4.3498106,[1.        0.9999917],3.9224405,,7.9735265,,3.0630267,[1.         0.98590225],7.8893313,[1.         0.98590225],28.59,,100.545235,
6,2.2196455,[1.         0.99998397],3.595739,[1.         0.99998397],3.4454193,,7.3738294,,3.7167842,[1.        0.9501106],9.068566,[1.        0.9501106],35.392513,,123.38168,
7,1.5595334,[1.        0.9999811],2.616093,[1.        0.9999811],3.0225325,,7.1415553,,8.111515,[1.         0.89571476],16.418211,[1.         0.89571476],53.339653,,173.66241,
8,0.7480476,[1.        0.9998936],1.3255754,[1.        0.9998936],2.1969888,,5.8560205,,17.536715,[1.        0.8587455],35.29997,[1.        0.8587455],96.771385,,306.43292,
9,0.44871214,[1.       0.999973],0.7837217,[1.       0.999973],1.6640241,,4.5187435,,19.801418,[1.         0.82741326],40.789032,[1.         0.82741326],118.089195,,375.58005,
10,0.42075706,[1.         0.99998784],0.7397822,[1.         0.99998784],1.5592409,,4.2685924,,20.601313,[1.         0.82231987],41.998455,[1.         0.82231987],123.06106,,391.0822,
11,0.3956003,[0.9999972 1.       ],0.7019606,[0.9999972 1.       ],1.5583656,,4.302268,,20.807957,[1.         0.82572675],42.52337,[1.         0.82572675],124.643394,,396.0326,
