iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,2.1173503,[1.        0.9999831 0.9990818],7.4528766,[1.        0.9999831 0.9990818],2.5409184,,9.980586,,50.2115,[1.        0.9759148 0.9997113],264.79202,[1.        0.9759148 0.9997113],163.70584,,1026.586,
1,2.1173503,[1.        0.9999831 0.9990818],7.4528766,[1.        0.9999831 0.9990818],2.5409184,,9.980586,,17.771374,[0.9998646 1.        0.9999234],84.54437,[0.9998646 1.        0.9999234],105.8334,,674.1825,
2,2.1173503,[1.        0.9999831 0.9990818],7.4528766,[1.        0.9999831 0.9990818],2.5409184,,9.980586,,11.473034,[1.         0.99994963 0.9997132 ],48.112045,[1.         0.99994963 0.9997132 ],90.89729,,574.1303,
3,0.56757295,[0.9999941 1.        0.9999474],2.1407156,[0.9999941 1.        0.9999474],1.6562693,,8.421024,,8.547946,[1.        0.9999697 0.9998216],33.732746,[1.        0.9999697 0.9998216],81.97836,,520.10504,
4,0.47372314,[1.        0.9999591 0.9993424],1.6206645,[1.        0.9999591 0.9993424],2.0803773,,10.791895,,7.5036592,[0.99998593 0.9998761  1.        ],27.076502,[0.99998593 0.9998761  1.        ],79.787605,,501.20407,
5,0.4152123,[0.9999843  1.         0.99962485],1.3191746,[0.9999843  1.         0.99962485],2.287544,,11.856121,,6.6545367,[0.99987805 1.         0.99988025],21.934614,[0.99987805 1.         0.99988025],77.93543,,483.36462,
6,0.43966764,[0.99977976 1.         0.9999124 ],1.3404143,[0.99977976 1.         0.9999124 ],2.6137936,,13.45901,,5.995512,[1.        0.9999132 0.9999987],18.32979,[1.        0.9999132 0.9999987],79.987045,,495.55835,
7,0.48597816,[0.9999923  1.         0.99979424],1.4027244,[0.9999923  1.         0.99979424],3.254395,,16.650948,,5.4699044,[1.         0.9998848  0.99700046],15.807858,[1.         0.9998848  0.99700046],80.55277,,499.32382,
8,0.43968457,[1.        0.9999817 0.9992625],1.2230239,[1.        0.9999817 0.9992625],3.174791,,16.172108,,5.4571204,[1.        0.9999598 0.9989073],14.834449,[1.        0.9999598 0.9989073],87.22783,,538.4429,
9,0.45994824,[0.9546476  1.         0.99309236],1.2050278,[0.9546476  1.         0.99309236],3.756344,,18.88808,,6.2981887,[0.99954635 0.99951375 1.        ],15.889909,[0.99954635 0.99951375 1.        ],89.69083,,543.95166,
