,time [s]
initialize,0.003116
pretrain_policy,10.36422
initialize_CEGIS,0.238743
iter0_learner,12.240313
iter0_plot,0.257214
iter0_verifier,13.326976
iter0_process_counterexamples,0.05479
iter1_learner,80.34789
iter1_plot,0.004765
iter1_verifier,5.04264
iter1_process_counterexamples,0.030656
iter2_learner,80.73129
iter2_plot,0.005151
iter2_verifier,4.863276
iter2_process_counterexamples,0.035733
iter3_learner,81.80741
iter3_plot,0.004808
iter3_verifier,4.004314
iter3_process_counterexamples,0.030848
iter4_learner,80.51648
iter4_plot,0.005007
iter4_verifier,3.620493
iter4_process_counterexamples,0.029557
iter5_learner,81.08557
iter5_plot,0.005768
iter5_verifier,3.694323
iter5_process_counterexamples,0.029202
iter6_learner,80.984375
iter6_plot,0.00501
iter6_verifier,1016.1654
