,info
start_date,2026-05-26_14-45-53
model,PlanarRobot
layout,0
seed,4
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,1549.201463
verify_samples,421875
verify_samples_naive,0
