iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.98208,[1.        0.9681531],44.014706,[1.        0.9681531],46.005547,,157.98662,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.660297,[1.        0.9678092],26.797506,[1.        0.9678092],41.31305,,142.02434,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.984261,[1.        0.9999433],14.015701,[1.        0.9999433],31.366114,,110.302124,
3,4.2747025,[1.         0.91327083],6.746513,[1.         0.91327083],5.2533154,,9.647543,,3.4289708,[0.9999957 1.       ],9.579747,[0.9999957 1.       ],25.89818,,91.18911,
4,3.2855673,[1.        0.9768124],5.255285,[1.        0.9768124],4.33348,,8.373122,,2.8899744,[1.        0.9997964],7.8915577,[1.        0.9997964],26.12766,,92.28378,
5,2.6426334,[1.        0.9999305],4.2826233,[1.        0.9999305],3.6694553,,7.340971,,3.020533,[1.         0.97663707],7.8411756,[1.         0.97663707],29.659384,,104.42613,
6,2.1151721,[0.9999505 1.       ],3.485495,[0.9999505 1.       ],3.1665022,,6.626778,,3.8537223,[1.        0.9390751],9.205155,[1.        0.9390751],36.990067,,128.56721,
7,1.4114391,[0.999971 1.      ],2.401361,[0.999971 1.      ],2.5282106,,5.722475,,9.443804,[1.         0.89585644],18.52747,[1.         0.89585644],59.09499,,189.63702,
8,0.64055574,[1.        0.9999396],1.1331668,[1.        0.9999396],1.8217957,,4.70276,,17.833517,[1.        0.8756946],35.59497,[1.        0.8756946],96.27145,,297.99323,
9,0.35151315,[1.         0.99998933],0.641274,[1.         0.99998933],1.6807275,,4.677767,,20.891758,[1.         0.86825633],41.85813,[1.         0.86825633],115.16499,,351.5333,
10,0.41197774,[1.        0.9999951],0.7289994,[1.        0.9999951],1.6692832,,4.551447,,21.069687,[1.       0.845835],42.313923,[1.       0.845835],116.647934,,357.9012,
11,0.3432795,[0.9999145 1.       ],0.6289177,[0.9999145 1.       ],1.6448416,,4.609741,,20.897398,[1.        0.8556979],42.089863,[1.        0.8556979],118.44323,,364.27933,
