,time [s]
initialize,0.003583
pretrain_policy,7.667324
initialize_CEGIS,0.170398
iter0_learner,5.176254
iter0_plot,0.093769
iter0_verifier,0.791393
iter0_process_counterexamples,0.02401
iter1_learner,14.619
iter1_plot,0.004487
iter1_verifier,0.413259
iter1_process_counterexamples,0.024989
iter2_learner,13.11757
iter2_plot,0.004921
iter2_verifier,0.435644
iter2_process_counterexamples,0.025298
iter3_learner,13.231673
iter3_plot,0.004613
iter3_verifier,0.425752
iter3_process_counterexamples,0.025024
iter4_learner,13.282058
iter4_plot,0.004727
iter4_verifier,0.435517
iter4_process_counterexamples,0.028
iter5_learner,13.200094
iter5_plot,0.004741
iter5_verifier,0.426813
iter5_process_counterexamples,0.023748
iter6_learner,13.311902
iter6_plot,0.005055
iter6_verifier,0.440177
iter6_process_counterexamples,0.024264
iter7_learner,13.32971
iter7_plot,0.004959
iter7_verifier,0.774104
iter7_process_counterexamples,0.023966
iter8_learner,13.385089
iter8_plot,0.005719
iter8_verifier,0.712624
iter8_process_counterexamples,0.022884
iter9_learner,13.293666
iter9_plot,0.005407
iter9_verifier,0.71342
iter9_process_counterexamples,0.023265
iter10_learner,13.301524
iter10_plot,0.005378
iter10_verifier,16.761635
iter10_process_counterexamples,0.037957
iter11_learner,13.440046
iter11_plot,0.005375
iter11_verifier,54.70716
