iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.092816,[1.        0.9665285],44.207314,[1.        0.9665285],46.01345,,157.78568,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.734997,[1.        0.9634724],27.05835,[1.        0.9634724],41.77722,,144.04425,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.076299,[0.9998221 1.       ],14.296557,[0.9998221 1.       ],32.162792,,113.324486,
3,4.094984,[1.        0.8867508],6.544712,[1.        0.8867508],4.965475,,9.232487,,3.5961432,[1.        0.9997563],10.004025,[1.        0.9997563],26.951807,,95.246346,
4,3.1319304,[1.        0.9498144],5.084716,[1.        0.9498144],3.9906821,,7.745678,,3.0853734,[1.         0.99935067],8.374258,[1.         0.99935067],27.69728,,97.71069,
5,2.5324545,[1.         0.99527365],4.1653867,[1.         0.99527365],3.3089833,,6.595916,,3.478384,[1.        0.9718768],8.866683,[1.        0.9718768],32.141483,,112.47177,
6,1.994986,[1.        0.9999854],3.3492594,[1.        0.9999854],2.8793247,,6.08593,,5.012161,[1.         0.93163383],11.741368,[1.         0.93163383],42.523857,,146.18024,
7,1.1030258,[0.99993074 1.        ],1.9598378,[0.99993074 1.        ],1.730775,,3.9147515,,12.828079,[1.         0.89950156],26.276125,[1.         0.89950156],67.42027,,214.6808,
8,0.5205173,[1.        0.9999996],0.93223417,[1.        0.9999996],1.1862308,,2.986375,,18.542418,[1.         0.88125557],38.355488,[1.         0.88125557],97.125465,,302.75784,
9,0.43039447,[1.        0.9998847],0.76300555,[1.        0.9998847],1.0220748,,2.599282,,20.05704,[1.        0.8825528],41.177704,[1.        0.8825528],103.68163,,321.4585,
10,0.32757536,[1.         0.99994487],0.5884479,[1.         0.99994487],0.991222,,2.6439714,,20.215912,[1.         0.89756614],41.37921,[1.         0.89756614],106.83059,,331.00293,
11,0.37861362,[1.        0.9999999],0.6710184,[1.        0.9999999],1.0528108,,2.7651937,,20.638184,[1.        0.8853614],42.01144,[1.        0.8853614],109.305916,,339.02042,
