,time [s]
initialize,0.18677
pretrain_policy,24.402103
initialize_CEGIS,0.199018
iter0_learner,9.335558
iter0_plot,0.577105
iter0_verifier,10.561337
iter0_process_counterexamples,0.020192
iter1_learner,11.967207
iter1_plot,0.013742
iter1_verifier,0.898845
iter1_process_counterexamples,0.01838
iter2_learner,7.42893
iter2_plot,0.013896
iter2_verifier,0.891617
iter2_process_counterexamples,0.016749
iter3_learner,12.991102
iter3_plot,0.015143
iter3_verifier,0.909878
iter3_process_counterexamples,0.018131
iter4_learner,12.714707
iter4_plot,0.013744
iter4_verifier,0.884252
iter4_process_counterexamples,0.018833
iter5_learner,12.625769
iter5_plot,0.158364
iter5_verifier,0.891439
iter5_process_counterexamples,0.022519
iter6_learner,12.644197
iter6_plot,0.014247
iter6_verifier,1.68927
iter6_process_counterexamples,0.021353
iter7_learner,12.007437
iter7_plot,0.014502
iter7_verifier,5.069097
iter7_process_counterexamples,0.020894
iter8_learner,12.641171
iter8_plot,0.014693
iter8_verifier,14.341878
