,time [s]
initialize,0.003326
pretrain_policy,7.619671
initialize_CEGIS,0.178042
iter0_learner,4.774607
iter0_plot,0.096202
iter0_verifier,0.798335
iter0_process_counterexamples,0.025391
iter1_learner,14.539092
iter1_plot,0.004819
iter1_verifier,0.568644
iter1_process_counterexamples,0.025298
iter2_learner,13.362714
iter2_plot,0.004697
iter2_verifier,0.43753
iter2_process_counterexamples,0.024509
iter3_learner,13.585161
iter3_plot,0.004663
iter3_verifier,0.438211
iter3_process_counterexamples,0.030563
iter4_learner,13.623867
iter4_plot,0.004637
iter4_verifier,0.440847
iter4_process_counterexamples,0.024239
iter5_learner,13.594864
iter5_plot,0.004723
iter5_verifier,0.442842
iter5_process_counterexamples,0.024138
iter6_learner,13.699994
iter6_plot,0.004961
iter6_verifier,0.443767
iter6_process_counterexamples,0.025286
iter7_learner,13.65207
iter7_plot,0.0051
iter7_verifier,0.698098
iter7_process_counterexamples,0.024564
iter8_learner,13.631224
iter8_plot,0.005067
iter8_verifier,0.720494
iter8_process_counterexamples,0.024562
iter9_learner,13.724826
iter9_plot,0.005082
iter9_verifier,0.881978
iter9_process_counterexamples,0.106425
iter10_learner,13.620421
iter10_plot,0.00521
iter10_verifier,59.00369
