iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.045031,[1.        0.9678626],44.10706,[1.        0.9678626],46.035652,,157.92221,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.75712,[1.        0.9649865],27.127851,[1.        0.9649865],41.293335,,142.19989,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.007955,[1.         0.99906045],14.1299925,[1.         0.99906045],31.672869,,111.73212,
3,4.197623,[1.        0.9028577],6.737158,[1.        0.9028577],5.015305,,9.238766,,3.4258933,[1.        0.9995773],9.577972,[1.        0.9995773],25.719805,,90.9248,
4,3.1561596,[1.         0.97021234],5.159217,[1.         0.97021234],4.0282855,,7.844579,,2.9738672,[1.         0.99952596],8.057616,[1.         0.99952596],26.902763,,95.08288,
5,2.56687,[1.       0.999976],4.243989,[1.       0.999976],3.351341,,6.68556,,2.966304,[1.        0.9785687],7.721106,[1.        0.9785687],29.716547,,104.709625,
6,2.0565581,[1.        0.9999825],3.4657297,[1.        0.9999825],2.9828525,,6.31609,,4.197408,[1.        0.9279073],9.896424,[1.        0.9279073],38.623672,,133.91994,
7,1.2427994,[1.         0.99998873],2.1719494,[1.         0.99998873],2.020162,,4.5780063,,11.295251,[1.        0.9022859],22.588367,[1.        0.9022859],65.58493,,210.22554,
8,0.5052395,[0.99993414 1.        ],0.92237806,[0.99993414 1.        ],1.3655009,,3.565083,,18.522392,[1.         0.87068117],37.370876,[1.         0.87068117],107.589554,,341.34476,
9,0.42258346,[1.         0.99992967],0.7362212,[1.         0.99992967],1.0602875,,2.7116838,,20.335258,[1.        0.8687392],41.34882,[1.        0.8687392],116.48802,,368.03995,
10,0.35555124,[1.       0.999948],0.61715263,[1.       0.999948],1.0193281,,2.6871312,,20.831509,[1.         0.87017703],42.193157,[1.         0.87017703],122.6433,,388.18652,
