iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.317523,[1.         0.96254236],44.755573,[1.         0.96254236],46.491352,,160.32658,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.121936,[1.         0.99628013],26.452892,[1.         0.99628013],38.500244,,134.69058,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,4.951677,[1.         0.99997264],14.34603,[1.         0.99997264],30.182018,,107.181984,
3,4.058263,[1.        0.8370895],6.4769287,[1.        0.8370895],4.9350667,,9.23024,,3.475401,[1.        0.9997844],9.856211,[1.        0.9997844],26.225143,,93.610146,
4,3.0724163,[1.        0.8949999],4.9748626,[1.        0.8949999],4.016202,,7.9292655,,2.8236558,[1.         0.99934566],7.8145914,[1.         0.99934566],23.950758,,85.483765,
5,2.3752966,[1.        0.9445405],3.9073725,[1.        0.9445405],3.348108,,6.9512043,,3.0992787,[1.         0.99270236],8.149233,[1.         0.99270236],26.766577,,94.8876,
6,1.93472,[1.       0.986881],3.224711,[1.       0.986881],2.9506142,,6.416221,,3.2664626,[1.        0.9723085],8.213825,[1.        0.9723085],28.597805,,100.73042,
7,1.5026982,[0.99996173 1.        ],2.5390499,[0.99996173 1.        ],2.4620764,,5.5551767,,4.4484773,[1.        0.9422652],10.232517,[1.        0.9422652],31.730648,,108.65735,
8,0.9149425,[1.         0.99997276],1.624313,[1.         0.99997276],2.033578,,5.144146,,9.297352,[1.        0.8852099],18.909678,[1.        0.8852099],45.753063,,145.31262,
9,0.3897341,[1.        0.9995495],0.7927577,[1.        0.9995495],1.7473706,,5.1226707,,19.969088,[1.         0.82206297],38.248093,[1.         0.82206297],95.54834,,288.98065,
10,0.35558662,[1.         0.99992657],0.68655074,[1.         0.99992657],1.3579625,,3.896527,,21.933733,[1.        0.8050645],43.148266,[1.        0.8050645],112.27785,,341.89536,
11,0.3852057,[0.9999801 1.       ],0.73072714,[0.9999801 1.       ],1.2820846,,3.5946064,,22.08351,[1.        0.8031905],43.618294,[1.        0.8031905],114.88803,,350.7631,
12,0.3626113,[1.        0.9999658],0.6946347,[1.        0.9999658],1.308181,,3.7269473,,21.487993,[1.        0.8127527],43.020668,[1.        0.8127527],114.0389,,349.45767,
