iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.0340395,[1.        0.9676213],44.08608,[1.        0.9676213],46.038704,,157.90358,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.582047,[1.         0.96699536],26.740877,[1.         0.96699536],41.280437,,142.67455,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.850512,[1.       0.999914],13.719796,[1.       0.999914],31.395943,,110.86245,
3,4.3009276,[1.         0.97237796],6.600954,[1.         0.97237796],5.313904,,9.573508,,3.3515165,[1.        0.9998761],9.397377,[1.        0.9998761],25.975313,,91.816284,
4,3.308062,[1.        0.9998781],5.175133,[1.        0.9998781],4.4931893,,8.735889,,2.8590856,[1.        0.9991841],7.803358,[1.        0.9991841],26.512985,,93.5738,
5,2.6986456,[1.         0.99992514],4.297208,[1.         0.99992514],3.8817956,,7.911443,,2.9549668,[1.         0.97182494],7.6835656,[1.         0.97182494],30.066029,,105.93595,
6,2.1606617,[1.         0.99997044],3.5137415,[1.         0.99997044],3.5202687,,7.6857667,,4.054422,[1.         0.93756163],9.348625,[1.         0.93756163],36.806564,,127.014404,
7,1.4329822,[0.99996805 1.        ],2.4239094,[0.99996805 1.        ],2.8461695,,6.817537,,10.67288,[1.        0.8981566],21.532934,[1.        0.8981566],59.858944,,193.26288,
8,0.6118741,[1.        0.9999769],1.0943944,[1.        0.9999769],2.0699332,,5.613,,17.46052,[1.        0.8662659],36.406155,[1.        0.8662659],97.38973,,305.43808,
9,0.37343693,[0.9998966 1.       ],0.6716966,[0.9998966 1.       ],1.6697092,,4.6692843,,20.16493,[1.       0.870746],40.962887,[1.       0.870746],115.85282,,362.6528,
10,0.36551118,[0.99998826 1.        ],0.64749515,[0.99998826 1.        ],1.5970548,,4.462514,,20.757502,[1.        0.8527632],41.76469,[1.        0.8527632],119.125175,,373.7715,
11,0.37816706,[0.9999795 1.       ],0.6747861,[0.9999795 1.       ],1.6087565,,4.4829435,,20.416897,[1.         0.84716904],41.247147,[1.         0.84716904],118.61375,,372.55148,
