iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,14.999278,[1.         0.96822864],44.051273,[1.         0.96822864],46.102657,,158.26457,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.623385,[1.         0.96686375],26.75942,[1.         0.96686375],41.34081,,142.69928,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.9306016,[1.         0.99924487],13.914713,[1.         0.99924487],31.48226,,111.05169,
3,4.306135,[1.        0.9722541],6.604399,[1.        0.9722541],5.311738,,9.554243,,3.466801,[1.         0.99990654],9.707373,[1.         0.99990654],26.559277,,93.757416,
4,3.3117838,[1.        0.9996864],5.1817183,[1.        0.9996864],4.515577,,8.793089,,2.9554262,[1.         0.99852306],8.063779,[1.         0.99852306],26.348043,,92.69337,
5,2.7538636,[0.99997276 1.        ],4.3702345,[0.99997276 1.        ],3.96627,,8.05908,,3.0945919,[1.        0.9721858],7.985127,[1.        0.9721858],29.81909,,105.05724,
6,2.196627,[0.9999553 1.       ],3.556573,[0.9999553 1.       ],3.4303744,,7.3607883,,3.76816,[1.         0.93001056],8.961856,[1.         0.93001056],36.21074,,125.73677,
7,1.596192,[1.        0.9999215],2.6575916,[1.        0.9999215],3.037187,,7.116167,,7.638938,[1.        0.8868396],15.851759,[1.        0.8868396],54.792618,,180.41345,
8,0.72393835,[0.99997157 1.        ],1.2831712,[0.99997157 1.        ],2.1674516,,5.7937727,,17.107027,[1.        0.8540406],33.94032,[1.        0.8540406],92.09373,,289.65387,
9,0.4685452,[0.9999602 1.       ],0.8212375,[0.9999602 1.       ],1.7972013,,4.9020042,,19.718504,[1.        0.8427428],40.242023,[1.        0.8427428],107.719826,,336.9573,
10,0.41272247,[1.        0.9999887],0.73261386,[1.        0.9999887],1.6840485,,4.6615114,,20.468979,[1.        0.8422176],41.50826,[1.        0.8422176],112.02031,,348.26184,
