iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.220143,[1.         0.96582156],44.532444,[1.         0.96582156],46.64159,,160.49823,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.079028,[1.         0.99333924],26.275415,[1.         0.99333924],39.377743,,137.68355,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.9126167,[0.99998444 1.        ],14.2406,[0.99998444 1.        ],30.908367,,109.85889,
3,4.198624,[1.        0.9040492],6.7309203,[1.        0.9040492],4.986197,,9.145037,,3.4418492,[1.        0.9996832],9.833425,[1.        0.9996832],26.961304,,96.40292,
4,3.1383147,[1.        0.9694467],5.122586,[1.        0.9694467],4.059682,,7.940526,,2.8615777,[1.         0.99879616],7.9419274,[1.         0.99879616],24.4369,,87.22985,
5,2.537763,[1.         0.99985725],4.2045503,[1.         0.99985725],3.5101326,,7.171142,,3.251776,[1.        0.9863625],8.553578,[1.        0.9863625],27.038326,,95.56303,
6,2.0548546,[1.         0.99994665],3.4424505,[1.         0.99994665],2.8720536,,5.9573874,,3.711209,[1.         0.97071165],9.151325,[1.         0.97071165],30.593185,,106.79465,
7,1.5270497,[1.         0.99991494],2.6147957,[1.         0.99991494],2.409451,,5.3152843,,5.5554686,[1.         0.94387776],12.705168,[1.         0.94387776],36.192657,,122.135376,
8,0.70458585,[1.         0.99993455],1.283445,[1.         0.99993455],1.6121986,,4.061203,,14.466055,[1.        0.8593153],29.046272,[1.        0.8593153],75.002754,,233.5837,
9,0.31486872,[1.        0.9998633],0.6151459,[1.        0.9998633],1.3534061,,3.8213968,,21.352186,[1.         0.81479704],42.545326,[1.         0.81479704],111.70687,,340.20844,
10,0.3528765,[1.         0.99998575],0.6621852,[1.         0.99998575],1.2890667,,3.5477471,,21.542755,[1.         0.81044847],43.398346,[1.         0.81044847],113.54127,,347.80246,
11,0.34052926,[1.       0.999989],0.6189569,[1.       0.999989],1.2536988,,3.43941,,20.323437,[1.         0.82247055],41.581554,[1.         0.82247055],111.60893,,345.11346,
12,0.35145763,[1.        0.9996415],0.63786584,[1.        0.9996415],1.2868179,,3.5340853,,20.810707,[1.         0.81524146],42.523693,[1.         0.81524146],116.30174,,359.58228,
