iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.085205,[1.         0.96755373],44.135414,[1.         0.96755373],46.04476,,157.89565,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.708905,[1.        0.9653252],27.037342,[1.        0.9653252],41.773228,,144.03918,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.9913917,[1.        0.9993685],14.100318,[1.        0.9993685],31.824373,,112.10968,
3,4.1520205,[1.        0.9050718],6.673616,[1.        0.9050718],4.9533095,,9.126886,,3.4942229,[1.         0.99991095],9.755388,[1.         0.99991095],26.259869,,92.63684,
4,3.1893568,[1.         0.96811783],5.201831,[1.         0.96811783],4.001874,,7.7182946,,3.0020823,[1.         0.99980015],8.147797,[1.         0.99980015],27.485903,,96.972855,
5,2.552833,[0.99985987 1.        ],4.2386003,[0.99985987 1.        ],3.4698212,,7.055674,,3.3130841,[1.         0.97357357],8.422014,[1.         0.97357357],31.86258,,111.97829,
6,2.0480587,[1.         0.99993753],3.4508178,[1.         0.99993753],2.8090663,,5.815083,,4.6825256,[1.        0.9371507],10.907684,[1.        0.9371507],40.52774,,139.36125,
7,1.2861463,[1.        0.9998938],2.2437263,[1.        0.9998938],2.1924162,,5.0257225,,12.813382,[1.         0.87550724],26.402819,[1.         0.87550724],69.155174,,221.96829,
8,0.51047546,[1.        0.9999728],0.9088512,[1.        0.9999728],1.2456961,,3.173207,,18.536905,[1.        0.8526641],38.0685,[1.        0.8526641],103.402306,,324.1824,
9,0.34012437,[0.99975836 1.        ],0.6073807,[0.99975836 1.        ],1.0877694,,2.9270334,,20.7482,[1.        0.8656758],42.01355,[1.        0.8656758],113.82669,,350.15915,
10,0.35162532,[0.9999535 1.       ],0.61550695,[0.9999535 1.       ],0.9954518,,2.6182926,,20.69233,[1.         0.85636634],41.7283,[1.         0.85636634],115.60218,,355.80643,
